Id,Label,Cosine Similarity,,,,,,,,
Closure-137-correct-1636433467451,CORRECT,0.692538111,,,,,,,,
Closure-138-correct-1636433467449,CORRECT,0.402617831,,,,,,,,
Closure-139-correct-1636433467447,CORRECT,0.524381952,,,,,,,,
Closure-14-correct-1624652313304,CORRECT,0.55731002,,,,,,,,
Closure-140-correct-1636433467471,CORRECT,0.919302017,,,,,,,,
Closure-141-correct-1636433467466,CORRECT,1,,,,,,,,
Closure-142-correct-1636433467462,CORRECT,0.500706938,,,,,,,,
Closure-143-correct-1636433467461,CORRECT,1,,,,,,,,
Closure-144-correct-1636433467458,CORRECT,0.543856465,,,,,,,,
Closure-145-correct-1636433467514,CORRECT,0.298388602,,,,,,,,
Closure-146-correct-1636433467512,CORRECT,0.189721998,,,,,,,,
Closure-147-correct-1636433467509,CORRECT,0.273681295,,,,,,,,
Closure-148-correct-1636433467507,CORRECT,0.679727351,,,,,,,,
Closure-149-correct-1636433467506,CORRECT,0.663052613,,,,,,,,
Closure-15-correct-1624652313300,CORRECT,1,,,,,,,,
Closure-150-correct-1636433467526,CORRECT,0.337186764,,,,,,,,
Closure-151-correct-1636433467522,CORRECT,0.699922964,,,,,,,,
Closure-152-correct-1636433467521,CORRECT,0.337401884,,,,,,,,
Closure-153-correct-1636433467520,CORRECT,0.619325009,,,,,,,,
Closure-154-correct-1636433467517,CORRECT,0.396487008,,,,,,,,
Closure-155-correct-1636433467516,CORRECT,0.671753762,,,,,,,,
Closure-156-correct-1636433467553,CORRECT,0.59203231,,,,,,,,
Closure-157-correct-1636433467552,CORRECT,0.455670186,,,,,,,,
Closure-158-correct-1636433467549,CORRECT,0.52264981,,,,,,,,
Closure-159-correct-1636433467533,CORRECT,1,,,,,,,,
Closure-16-correct-1624652313302,CORRECT,0.001925664,,,,,,,,
Closure-160-correct-1636433467567,CORRECT,0.443772644,,,,,,,,
Closure-161-correct-1636433467566,CORRECT,0.12800706,,,,,,,,
Closure-162-correct-1636433467565,CORRECT,0.629022105,,,,,,,,
Closure-163-correct-1636433467562,CORRECT,0.625072351,,,,,,,,
Closure-164-correct-1636433467561,CORRECT,0.705316145,,,,,,,,
Closure-165-correct-1636433467560,CORRECT,0.656626972,,,,,,,,
Closure-166-correct-1636433467554,CORRECT,0.662389788,,,,,,,,
Closure-167-correct-1636433466440,CORRECT,0.488543985,,,,,,,,
Closure-168-correct-1636433466438,CORRECT,0.532929703,,,,,,,,
Closure-17-correct-1624652313308,CORRECT,0.602498232,,,,,,,,
Closure-170-correct-1636433466455,CORRECT,0.375579513,,,,,,,,
Closure-171-correct-1636433466447,CORRECT,0.43207535,,,,,,,,
Closure-172-correct-1636433466446,CORRECT,0.471624969,,,,,,,,
Closure-173-correct-1636433466445,CORRECT,0.934601518,,,,,,,,
Closure-174-correct-1636433466444,CORRECT,0.929110703,,,,,,,,
Closure-175-correct-1636433466443,CORRECT,0.692472921,,,,,,,,
Closure-176-correct-1636433466442,CORRECT,0.391014444,,,,,,,,
Closure-18-correct-1624652313310,CORRECT,0.876494416,,,,,,,,
Closure-19-correct-1624652313306,CORRECT,1,,,,,,,,
Closure-2-correct-1624652313778,CORRECT,0.166122188,,,,,,,,
Closure-20-correct-1636433467408,CORRECT,1,,,,,,,,
Closure-21-correct-1624652313327,CORRECT,0.984374466,,,,,,,,
Closure-22-correct-1624652313315,CORRECT,0.858107235,,,,,,,,
Closure-23-correct-1636433467406,CORRECT,0.025713779,,,,,,,,
Closure-24-correct-1636433467411,CORRECT,0.012208983,,,,,,,,
Closure-25-correct-1636433467412,CORRECT,0.505784314,,,,,,,,
Closure-26-correct-1624652313339,CORRECT,1,,,,,,,,
Closure-27-correct-1636433467410,CORRECT,1,,,,,,,,
Closure-28-correct-1636433467419,CORRECT,1,,,,,,,,
Closure-29-correct-1636433467419,CORRECT,1,,,,,,,,
Closure-3-correct-1636433467228,CORRECT,0.457961567,,,,,,,,
Closure-30-correct-1636433467334,CORRECT,0.554326699,,,,,,,,
Closure-31-correct-1624652313270,CORRECT,1,,,,,,,,
Closure-32-correct-1636433467338,CORRECT,0.606923033,,,,,,,,
Closure-33-correct-1624652313263,CORRECT,1,,,,,,,,
Closure-34-correct-1636433467337,CORRECT,1,,,,,,,,
Closure-35-correct-1624652313279,CORRECT,0.996371072,,,,,,,,
Closure-36-correct-1636433467340,CORRECT,0.111124317,,,,,,,,
Closure-37-correct-1636433467339,CORRECT,0.919441051,,,,,,,,
Closure-38-correct-1624652313273,CORRECT,1,,,,,,,,
Closure-39-correct-1636433467341,CORRECT,0.794602235,,,,,,,,
Closure-4-correct-1636433467226,CORRECT,0.411900931,,,,,,,,
Closure-40-correct-1636433467341,CORRECT,1,,,,,,,,
Closure-41-correct-1636433467342,CORRECT,0.494016902,,,,,,,,
Closure-42-correct-1636433467345,CORRECT,1,,,,,,,,
Closure-43-correct-1636433467357,CORRECT,0.471073045,,,,,,,,
Closure-44-correct-1636433467343,CORRECT,1,,,,,,,,
Closure-45-correct-1624652313281,CORRECT,1,,,,,,,,
Closure-46-correct-1636433467373,CORRECT,1,,,,,,,,
Closure-47-correct-1636433467374,CORRECT,0.630817226,,,,,,,,
Closure-48-correct-1624652313284,CORRECT,1,,,,,,,,
Closure-49-correct-1624652313286,CORRECT,1,,,,,,,,
Closure-5-correct-1636433467225,CORRECT,1,,,,,,,,
Closure-50-correct-1624652313368,CORRECT,1,,,,,,,,
Closure-51-correct-1636433467508,CORRECT,1,,,,,,,,
Closure-52-correct-1636433467511,CORRECT,1,,,,,,,,
Closure-53-correct-1636433467519,CORRECT,1,,,,,,,,
Closure-54-correct-1636433467521,CORRECT,1,,,,,,,,
Closure-55-correct-1624652313370,CORRECT,0.103190826,,,,,,,,
Closure-56-correct-1636433467518,CORRECT,0.059691818,,,,,,,,
Closure-57-correct-1624652313380,CORRECT,1,,,,,,,,
Closure-58-correct-1636433467527,CORRECT,0.499270435,,,,,,,,
Closure-59-correct-1624652313376,CORRECT,0.403893265,,,,,,,,
Closure-6-correct-1636433467219,CORRECT,0.57520221,,,,,,,,
Closure-60-correct-1624652313387,CORRECT,0.998785614,,,,,,,,
Closure-61-correct-1636433467553,CORRECT,0.410380529,,,,,,,,
Closure-62-correct-1624652313382,CORRECT,0.704304779,,,,,,,,
Closure-64-correct-1624652313396,CORRECT,1,,,,,,,,
Closure-65-correct-1636433467562,CORRECT,1,,,,,,,,
Closure-66-correct-1624652313389,CORRECT,0.301816801,,,,,,,,
Closure-67-correct-1624652313392,CORRECT,0.642055486,,,,,,,,
Closure-68-correct-1624652313399,CORRECT,0.260696867,,,,,,,,
Closure-69-correct-1636433467568,CORRECT,1,,,,,,,,
Closure-7-correct-1624652313727,CORRECT,0.161096254,,,,,,,,
Closure-70-correct-1636433467438,CORRECT,0.362915841,,,,,,,,
Closure-71-correct-1636433467441,CORRECT,0.392732151,,,,,,,,
Closure-72-correct-1636433467442,CORRECT,0.441123994,,,,,,,,
Closure-73-correct-1624652313343,CORRECT,0.995226523,,,,,,,,
Closure-74-correct-1636433467440,CORRECT,1,,,,,,,,
Closure-75-correct-1624652313351,CORRECT,0.041310176,,,,,,,,
Closure-76-correct-1624652313362,CORRECT,0.157384402,,,,,,,,
Closure-77-correct-1636433467443,CORRECT,1,,,,,,,,
Closure-78-correct-1624652313346,CORRECT,1,,,,,,,,
Closure-79-correct-1628244108044,CORRECT,1,,,,,,,,
Closure-8-correct-1624652313716,CORRECT,0.957582018,,,,,,,,
Closure-80-correct-1636433467445,CORRECT,0.313202882,,,,,,,,
Closure-81-correct-1636433467446,CORRECT,0.466596606,,,,,,,,
Closure-82-correct-1636433467452,CORRECT,0.477657765,,,,,,,,
Closure-83-correct-1636433467454,CORRECT,0.044674612,,,,,,,,
Closure-84-correct-1636433467450,CORRECT,0.487229059,,,,,,,,
Closure-85-correct-1636433467451,CORRECT,0.912874107,,,,,,,,
Closure-86-correct-1624652313364,CORRECT,0.588646526,,,,,,,,
Closure-87-correct-1636433467462,CORRECT,0.612433733,,,,,,,,
Closure-88-correct-1636433467459,CORRECT,0.31497909,,,,,,,,
Closure-89-correct-1628244108049,CORRECT,0.270630919,,,,,,,,
Closure-9-correct-1636433467216,CORRECT,1,,,,,,,,
Closure-90-correct-1628244108063,CORRECT,0.285809091,,,,,,,,
Closure-91-correct-1636433466484,CORRECT,0.465657735,,,,,,,,
Closure-92-correct-1624652313402,CORRECT,0.057311588,,,,,,,,
Closure-94-correct-1636433466497,CORRECT,0.369361884,,,,,,,,
Closure-95-correct-1636433466490,CORRECT,0.469928349,,,,,,,,
Closure-96-correct-1636433466492,CORRECT,0.474363061,,,,,,,,
Closure-97-correct-1636433466500,CORRECT,0.683722081,,,,,,,,
Closure-98-correct-1636433466500,CORRECT,0.568476816,,,,,,,,
Closure-99-correct-1636433466498,CORRECT,1,,,,,,,,
Closure-1-incorrect-1624652314124,INCORRECT,0.760749674,,,,,,,,
Closure-10-incorrect-1624652313295,INCORRECT,0.932007701,,,,,,,,
Closure-101-incorrect-1628244108314,INCORRECT,0,,,,,,,,
Closure-101-incorrect-1628244108313,INCORRECT,0,,,,,,,,
Closure-107-incorrect-1624652314116,INCORRECT,0,,,,,,,,
Closure-107-incorrect-1624652314117,INCORRECT,0,,,,,,,,
Closure-107-incorrect-1628244108312,INCORRECT,0,,,,,,,,
Closure-108-incorrect-1624652314114,INCORRECT,0.88619079,,,,,,,,
Closure-108-incorrect-1628244108311,INCORRECT,0,,,,,,,,
Closure-108-incorrect-1624652314113,INCORRECT,0,,,,,,,,
Closure-109-incorrect-1624652314105,INCORRECT,0,,,,,,,,
Closure-113-incorrect-1624652314143,INCORRECT,0,,,,,,,,
Closure-114-incorrect-1624652314138,INCORRECT,0.842236785,,,,,,,,
Closure-115-incorrect-1624652314136,INCORRECT,0.940009938,,,,,,,,
Closure-115-incorrect-1624652314137,INCORRECT,0.951571163,,,,,,,,
Closure-115-incorrect-1624652314135,INCORRECT,0.83456791,,,,,,,,
Closure-119-incorrect-1628244108316,INCORRECT,0,,,,,,,,
Closure-119-incorrect-1624652314127,INCORRECT,0.882742328,,,,,,,,
Closure-12-incorrect-1628244108004-1,INCORRECT,0.753816338,,,,,,,,
Closure-12-incorrect-1628244108001,INCORRECT,0.936215779,,,,,,,,
Closure-12-incorrect-1624652313293,INCORRECT,0.17053165,,,,,,,,
Closure-122-incorrect-1628244108317,INCORRECT,0,,,,,,,,
Closure-123-incorrect-1624652314173,INCORRECT,0.802321414,,,,,,,,
Closure-124-incorrect-1624652314168,INCORRECT,0.691782334,,,,,,,,
Closure-125-incorrect-1628244108328,INCORRECT,0.370019034,,,,,,,,
Closure-126-incorrect-1628244108324,INCORRECT,0.95616743,,,,,,,,
Closure-126-incorrect-1628244108323,INCORRECT,0.861131686,,,,,,,,
Closure-126-incorrect-1628244108325,INCORRECT,0.867046111,,,,,,,,
Closure-126-incorrect-1624652314164,INCORRECT,0.82006142,,,,,,,,
Closure-126-incorrect-1624652314162,INCORRECT,0.82639611,,,,,,,,
Closure-126-incorrect-1624652314161,INCORRECT,0.92467801,,,,,,,,
Closure-126-incorrect-1624652314160,INCORRECT,0.794713837,,,,,,,,
Closure-127-incorrect-1628244108319,INCORRECT,0.835891557,,,,,,,,
Closure-127-incorrect-1628244108320,INCORRECT,0.805250582,,,,,,,,
Closure-129-incorrect-1624652314155,INCORRECT,0.760926937,,,,,,,,
Closure-129-incorrect-1624652314156,INCORRECT,0.700873543,,,,,,,,
Closure-129-incorrect-1624652314157,INCORRECT,0.814140192,,,,,,,,
Closure-130-incorrect-1624652314178,INCORRECT,0.789951766,,,,,,,,
Closure-133-incorrect-1624652314176,INCORRECT,0,,,,,,,,
Closure-133-incorrect-1628244108330,INCORRECT,0.452762611,,,,,,,,
Closure-133-incorrect-1628244108332,INCORRECT,0,,,,,,,,
Closure-133-incorrect-1624652314175,INCORRECT,0.955848938,,,,,,,,
Closure-15-incorrect-1624652313300,INCORRECT,0.882642675,,,,,,,,
Closure-17-incorrect-1624652313309,INCORRECT,0.210786804,,,,,,,,
Closure-17-incorrect-1628244108009,INCORRECT,0.19513826,,,,,,,,
Closure-17-incorrect-1628244108008,INCORRECT,0.225066097,,,,,,,,
Closure-18-incorrect-1624652313311,INCORRECT,0.731236201,,,,,,,,
Closure-18-incorrect-1624652313312,INCORRECT,0.84438924,,,,,,,,
Closure-18-incorrect-1624652313315,INCORRECT,0.792341665,,,,,,,,
Closure-18-incorrect-1624652313313,INCORRECT,0.87545731,,,,,,,,
Closure-18-incorrect-1624652313314,INCORRECT,0.780688088,,,,,,,,
Closure-19-incorrect-1624652313307,INCORRECT,0.768914316,,,,,,,,
Closure-2-incorrect-1628244108204,INCORRECT,0.36806811,,,,,,,,
Closure-2-incorrect-1628244108203,INCORRECT,0.368442289,,,,,,,,
Closure-2-incorrect-1624652313790,INCORRECT,0.251674833,,,,,,,,
Closure-21-incorrect-1624652313332,INCORRECT,0.825277837,,,,,,,,
Closure-21-incorrect-1624652313331,INCORRECT,0.822201611,,,,,,,,
Closure-21-incorrect-1624652313334,INCORRECT,0.774507203,,,,,,,,
Closure-21-incorrect-1624652313333,INCORRECT,0.658543718,,,,,,,,
Closure-21-incorrect-1624652313330,INCORRECT,0.714676779,,,,,,,,
Closure-21-incorrect-1624652313328,INCORRECT,0.740579523,,,,,,,,
Closure-21-incorrect-1624652313336,INCORRECT,0.706955177,,,,,,,,
Closure-21-incorrect-1624652313335,INCORRECT,0.771145339,,,,,,,,
Closure-21-incorrect-1624652313338,INCORRECT,0.773783949,,,,,,,,
Closure-21-incorrect-1624652313337,INCORRECT,0.784678378,,,,,,,,
Closure-21-incorrect-1628244108039,INCORRECT,0.736384126,,,,,,,,
Closure-21-incorrect-1628244108038,INCORRECT,0.67194958,,,,,,,,
Closure-21-incorrect-1628244108041,INCORRECT,0.826480042,,,,,,,,
Closure-21-incorrect-1628244108040,INCORRECT,0.766276638,,,,,,,,
Closure-22-incorrect-1628244108014,INCORRECT,0.670900232,,,,,,,,
Closure-22-incorrect-1628244108012,INCORRECT,0.82539121,,,,,,,,
Closure-22-incorrect-1628244108011,INCORRECT,0.842677068,,,,,,,,
Closure-22-incorrect-1628244108033,INCORRECT,0.850679095,,,,,,,,
Closure-22-incorrect-1624652313322,INCORRECT,0.797898998,,,,,,,,
Closure-22-incorrect-1624652313321,INCORRECT,0.715245685,,,,,,,,
Closure-22-incorrect-1624652313316,INCORRECT,0.811126298,,,,,,,,
Closure-22-incorrect-1624652313319,INCORRECT,0.793917509,,,,,,,,
Closure-22-incorrect-1624652313318,INCORRECT,0.830659415,,,,,,,,
Closure-22-incorrect-1624652313324,INCORRECT,0.850277273,,,,,,,,
Closure-22-incorrect-1624652313323,INCORRECT,0.675879904,,,,,,,,
Closure-22-incorrect-1624652313326,INCORRECT,0.83853775,,,,,,,,
Closure-26-incorrect-1624652313340,INCORRECT,0.801793345,,,,,,,,
Closure-33-incorrect-1624652313269,INCORRECT,0.375972279,,,,,,,,
Closure-33-incorrect-1624652313268,INCORRECT,0.713682827,,,,,,,,
Closure-33-incorrect-1624652313264,INCORRECT,0.418249992,,,,,,,,
Closure-35-incorrect-1624652313279,INCORRECT,0,,,,,,,,
Closure-35-incorrect-1624652313280,INCORRECT,0.939200875,,,,,,,,
Closure-38-incorrect-1628244107987,INCORRECT,0.836949656,,,,,,,,
Closure-38-incorrect-1624652313275,INCORRECT,0.870051562,,,,,,,,
Closure-38-incorrect-1624652313276,INCORRECT,0.70494403,,,,,,,,
Closure-38-incorrect-1624652313278,INCORRECT,0.735751034,,,,,,,,
Closure-45-incorrect-1624652313282,INCORRECT,0.939250443,,,,,,,,
Closure-48-incorrect-1628244107990,INCORRECT,0.273950341,,,,,,,,
Closure-48-incorrect-1628244107989,INCORRECT,0.143240073,,,,,,,,
Closure-48-incorrect-1624652313285,INCORRECT,0.3030621,,,,,,,,
Closure-49-incorrect-1624652313287,INCORRECT,0.839415757,,,,,,,,
Closure-50-incorrect-1624652313369,INCORRECT,0.932690716,,,,,,,,
Closure-55-incorrect-1624652313371,INCORRECT,0,,,,,,,,
Closure-55-incorrect-1628244108052,INCORRECT,0,,,,,,,,
Closure-57-incorrect-1624652313381,INCORRECT,0.894904993,,,,,,,,
Closure-59-incorrect-1624652313380,INCORRECT,0,,,,,,,,
Closure-59-incorrect-1628244108056,INCORRECT,0,,,,,,,,
Closure-62-incorrect-1624652313384,INCORRECT,0.439440566,,,,,,,,
Closure-62-incorrect-1624652313383,INCORRECT,0.482566658,,,,,,,,
Closure-62-incorrect-1624652313387,INCORRECT,0.521915103,,,,,,,,
Closure-62-incorrect-1624652313386,INCORRECT,0.447283812,,,,,,,,
Closure-62-incorrect-1624652313385,INCORRECT,0.596204306,,,,,,,,
Closure-64-incorrect-1628244108058,INCORRECT,0.910441596,,,,,,,,
Closure-66-incorrect-1624652313390,INCORRECT,0.202203985,,,,,,,,
Closure-66-incorrect-1624652313391,INCORRECT,0,,,,,,,,
Closure-73-incorrect-1624652313345,INCORRECT,0.899382808,,,,,,,,
Closure-75-incorrect-1624652313352,INCORRECT,0.316789735,,,,,,,,
Closure-76-incorrect-1624652313363,INCORRECT,0.821617344,,,,,,,,
Closure-79-incorrect-1628244108043,INCORRECT,0.990830208,,,,,,,,
Closure-86-incorrect-1624652313367,INCORRECT,0.601066931,,,,,,,,
Closure-86-incorrect-1624652313368,INCORRECT,0.258174049,,,,,,,,
Closure-86-incorrect-1624652313365,INCORRECT,0.417979858,,,,,,,,
Closure-86-incorrect-1624652313366,INCORRECT,0.31577936,,,,,,,,
Closure-92-incorrect-1624652313406,INCORRECT,0,,,,,,,,
Closure-92-incorrect-1624652313405,INCORRECT,0,,,,,,,,
Closure-92-incorrect-1624652313404,INCORRECT,0,,,,,,,,
Closure-92-incorrect-1624652313403,INCORRECT,0,,,,,,,,
Closure-92-incorrect-1624652313412,INCORRECT,0,,,,,,,,
Closure-92-incorrect-1624652313411,INCORRECT,0,,,,,,,,
Closure-92-incorrect-1624652313410,INCORRECT,0,,,,,,,,
Closure-92-incorrect-1624652313409,INCORRECT,0,,,,,,,,
Closure-92-incorrect-1624652313408,INCORRECT,0,,,,,,,,
Closure-92-incorrect-1624652313407,INCORRECT,0,,,,,,,,
