Id,Label,Cosine Similarity,,,,,,,,
Chart-5-incorrect-1624652313221,INCORRECT,0.979807555,,,,,,,,
Chart-5-incorrect-1624652313220,INCORRECT,0.979807555,,,,,,,,
Chart-5-incorrect-1624652313212,INCORRECT,0.988501485,,,,,,,,
Chart-5-incorrect-1624652313223,INCORRECT,0.990198059,,,,,,,,
Chart-5-incorrect-1624652313211,INCORRECT,0.990198059,,,,,,,,
Chart-5-incorrect-1624652313214,INCORRECT,0.983702622,,,,,,,,
Chart-5-incorrect-1624652313213,INCORRECT,0.991818022,,,,,,,,
Chart-5-incorrect-1624652313216,INCORRECT,0.901387819,,,,,,,,
Chart-5-incorrect-1624652313215,INCORRECT,0.995226063,,,,,,,,
Chart-6-incorrect-1628244107956,INCORRECT,0.75,,,,,,,,
Chart-6-incorrect-1624652313208,INCORRECT,0.5,,,,,,,,
Chart-6-incorrect-1624652313207,INCORRECT,0.98,,,,,,,,
Chart-7-incorrect-1624652313252,INCORRECT,0.666666667,,,,,,,,
Chart-7-incorrect-1624652313251,INCORRECT,0.99951488,,,,,,,,
Chart-7-incorrect-1624652313254,INCORRECT,0.999695215,,,,,,,,
Chart-7-incorrect-1624652313256,INCORRECT,0.99951488,,,,,,,,
Chart-7-incorrect-1624652313255,INCORRECT,0.666666667,,,,,,,,
Chart-7-incorrect-1624652313257,INCORRECT,0.999695914,,,,,,,,
Chart-7-incorrect-1628244107981,INCORRECT,0.666666667,,,,,,,,
Chart-7-incorrect-1628244107966,INCORRECT,0.999699846,,,,,,,,
Chart-7-incorrect-1628244107964,INCORRECT,0.666666667,,,,,,,,
Chart-9-incorrect-1624652313262,INCORRECT,0.990845678,,,,,,,,
Chart-9-incorrect-1624652313263,INCORRECT,0.990845678,,,,,,,,
Chart-9-incorrect-1624652313260,INCORRECT,0.969939867,,,,,,,,
Chart-9-incorrect-1624652313261,INCORRECT,0.992172757,,,,,,,,
Chart-9-incorrect-1624652313259,INCORRECT,0.976429161,,,,,,,,
Chart-9-incorrect-1628244107985,INCORRECT,0.99535738,,,,,,,,
Chart-9-incorrect-1628244107983,INCORRECT,0.997622095,,,,,,,,
