Id,Label,Jaccard Similarity,,,,,,,,
Math-54-correct-1636433467033,CORRECT,0.032754092,,,,,,,,
Math-55-correct-1636433467092,CORRECT,0.059432569,,,,,,,,
Math-56-correct-1624652313532,CORRECT,0.059201307,,,,,,,,
Math-57-correct-1624652313557,CORRECT,0.01130419,,,,,,,,
Math-58-correct-1624652313501,CORRECT,0.02789184,,,,,,,,
Math-59-correct-1624652313507,CORRECT,0.586105227,,,,,,,,
Math-6-correct-1624652313490,CORRECT,0.317684396,,,,,,,,
Math-60-correct-1624652313498,CORRECT,0.021260041,,,,,,,,
Math-61-correct-1628244108269,CORRECT,0.013227923,,,,,,,,
Math-62-correct-1624652313884,CORRECT,0.075019599,,,,,,,,
Math-63-correct-1624652313888,CORRECT,0.514516972,,,,,,,,
Math-64-correct-1624652313936,CORRECT,0.05927799,,,,,,,,
Math-65-correct-1636433467283,CORRECT,0.035673191,,,,,,,,
Math-66-correct-1636433467286,CORRECT,0.51332604,,,,,,,,
Math-67-correct-1636433467287,CORRECT,0.509039509,,,,,,,,
Math-68-correct-1624652313965,CORRECT,0.290800877,,,,,,,,
Math-69-correct-1624652313880,CORRECT,0.048009242,,,,,,,,
Math-7-correct-1624652313468,CORRECT,0.171381413,,,,,,,,
Math-71-correct-1624652313867,CORRECT,0.089650753,,,,,,,,
Math-72-correct-1628244108292,CORRECT,0.081305552,,,,,,,,
Math-73-correct-1624652314068,CORRECT,0.002407143,,,,,,,,
Math-74-correct-1624652314077,CORRECT,0.002211254,,,,,,,,
Math-75-correct-1636433467330,CORRECT,0.539988078,,,,,,,,
Math-76-correct-1636433467330,CORRECT,0.050280459,,,,,,,,
Math-77-correct-1628244108303,CORRECT,0.501653783,,,,,,,,
Math-78-correct-1624652314080,CORRECT,0.051991293,,,,,,,,
Math-79-correct-1624652314085,CORRECT,0.067766521,,,,,,,,
Math-8-correct-1624652313472,CORRECT,0.001712364,,,,,,,,
Math-80-correct-1624652313974,CORRECT,0.001721166,,,,,,,,
Math-81-correct-1624652314026,CORRECT,0.086452519,,,,,,,,
Math-82-correct-1624652314048,CORRECT,0.09437118,,,,,,,,
Math-83-correct-1636433467216,CORRECT,0.039115216,,,,,,,,
Math-84-correct-1624652313717,CORRECT,0.050118365,,,,,,,,
Math-85-correct-1624652313730,CORRECT,0.037172409,,,,,,,,
Math-86-correct-1636433467225,CORRECT,0.068478397,,,,,,,,
Math-87-correct-1624652313768,CORRECT,0.060825893,,,,,,,,
Math-88-correct-1624652313771,CORRECT,0.084994518,,,,,,,,
Math-89-correct-1636433467229,CORRECT,0.074094457,,,,,,,,
Math-9-correct-1636433467015,CORRECT,0.553470295,,,,,,,,
Math-90-correct-1636433467203,CORRECT,0.12884513,,,,,,,,
Math-91-correct-1636433467204,CORRECT,0.549974012,,,,,,,,
Math-92-correct-1636433467208,CORRECT,0.039435681,,,,,,,,
Math-93-correct-1624652313705,CORRECT,0.009149723,,,,,,,,
Math-94-correct-1628244108212,CORRECT,0.094655142,,,,,,,,
Math-95-correct-1624652313829,CORRECT,0.024642553,,,,,,,,
Math-96-correct-1624652313840,CORRECT,0.036081606,,,,,,,,
Math-97-correct-1624652313842,CORRECT,0.045440655,,,,,,,,
Math-98-correct-1636433467262,CORRECT,0.029034032,,,,,,,,
Math-99-correct-1628244108220,CORRECT,0.083992796,,,,,,,,
Math-101-incorrect-1628244108083,INCORRECT,0,,,,,,,,
Math-101-incorrect-1628244108084,INCORRECT,0,,,,,,,,
Math-103-incorrect-1624652313421,INCORRECT,1,,,,,,,,
Math-104-incorrect-1624652313417,INCORRECT,1,,,,,,,,
Math-104-incorrect-1624652313418,INCORRECT,1,,,,,,,,
Math-104-incorrect-1628244108064,INCORRECT,1,,,,,,,,
Math-104-incorrect-1624652313419,INCORRECT,1,,,,,,,,
Math-105-incorrect-1624652313413,INCORRECT,0,,,,,,,,
Math-105-incorrect-1624652313414,INCORRECT,0,,,,,,,,
Math-105-incorrect-1624652313415,INCORRECT,0,,,,,,,,
Math-105-incorrect-1624652313416,INCORRECT,0,,,,,,,,
Math-15-incorrect-1624652314182,INCORRECT,0.5,,,,,,,,
Math-15-incorrect-1624652314183,INCORRECT,0.5,,,,,,,,
Math-15-incorrect-1628244108335,INCORRECT,0.5,,,,,,,,
Math-18-incorrect-1624652314184,INCORRECT,0,,,,,,,,
Math-18-incorrect-1628244108338,INCORRECT,0,,,,,,,,
Math-2-incorrect-1624652313536,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313537,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313538,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313539,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313540,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313541,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313542,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313543,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313544,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313545,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313546,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313548,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313549,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313551,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313552,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313553,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313554,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313555,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313556,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1624652313557,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1628244108134,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1628244108135,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1628244108136,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1628244108137,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1628244108138,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1628244108139,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1628244108140,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1628244108141,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1628244108142,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1628244108143,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1628244108144,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1628244108145,INCORRECT,0.5,,,,,,,,
Math-2-incorrect-1628244108147,INCORRECT,0.5,,,,,,,,
Math-20-incorrect-1624652313624,INCORRECT,0,,,,,,,,
Math-20-incorrect-1624652313623,INCORRECT,0,,,,,,,,
Math-20-incorrect-1624652313626,INCORRECT,0,,,,,,,,
Math-20-incorrect-1624652313625,INCORRECT,0,,,,,,,,
Math-20-incorrect-1624652313631,INCORRECT,0,,,,,,,,
Math-20-incorrect-1624652313630,INCORRECT,0,,,,,,,,
Math-20-incorrect-1624652313633,INCORRECT,0,,,,,,,,
Math-20-incorrect-1624652313632,INCORRECT,0,,,,,,,,
Math-20-incorrect-1628244108174,INCORRECT,0,,,,,,,,
Math-20-incorrect-1628244108172,INCORRECT,0,,,,,,,,
Math-20-incorrect-1624652313628,INCORRECT,0,,,,,,,,
Math-20-incorrect-1624652313627,INCORRECT,0,,,,,,,,
Math-20-incorrect-1624652313619,INCORRECT,0,,,,,,,,
Math-20-incorrect-1624652313629,INCORRECT,0,,,,,,,,
Math-24-incorrect-1624652313649,INCORRECT,0,,,,,,,,
Math-24-incorrect-1624652313648,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313586,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313587,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313588,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313589,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313600,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313601,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313602,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313603,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313604,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313605,INCORRECT,0,,,,,,,,
Math-28-incorrect-1628244108159,INCORRECT,0,,,,,,,,
Math-28-incorrect-1628244108158,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313590,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313591,INCORRECT,0,,,,,,,,
Math-28-incorrect-1628244108153,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313592,INCORRECT,0,,,,,,,,
Math-28-incorrect-1628244108152,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313593,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313594,INCORRECT,0,,,,,,,,
Math-28-incorrect-1628244108154,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313595,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313596,INCORRECT,0,,,,,,,,
Math-28-incorrect-1628244108156,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313597,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313598,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313599,INCORRECT,0,,,,,,,,
Math-28-incorrect-1628244108160,INCORRECT,0,,,,,,,,
Math-28-incorrect-1628244108161,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313581,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313582,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313583,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313584,INCORRECT,0,,,,,,,,
Math-28-incorrect-1624652313585,INCORRECT,0,,,,,,,,
Math-29-incorrect-1628244108163,INCORRECT,0.005882353,,,,,,,,
Math-29-incorrect-1624652313606,INCORRECT,0.005813953,,,,,,,,
Math-29-incorrect-1628244108164,INCORRECT,0.005813953,,,,,,,,
Math-3-incorrect-1624652313526,INCORRECT,0.066666667,,,,,,,,
Math-3-incorrect-1628244108127,INCORRECT,0.066666667,,,,,,,,
Math-30-incorrect-1624652313663,INCORRECT,0.5,,,,,,,,
Math-31-incorrect-1624652313665,INCORRECT,0.5,,,,,,,,
Math-31-incorrect-1624652313668,INCORRECT,0.5,,,,,,,,
Math-31-incorrect-1624652313669,INCORRECT,0.5,,,,,,,,
Math-31-incorrect-1624652313670,INCORRECT,0.5,,,,,,,,
Math-31-incorrect-1624652313671,INCORRECT,0.5,,,,,,,,
Math-31-incorrect-1624652313673,INCORRECT,0.5,,,,,,,,
Math-31-incorrect-1624652313675,INCORRECT,0.5,,,,,,,,
Math-31-incorrect-1624652313676,INCORRECT,0.5,,,,,,,,
Math-32-incorrect-1624652313681,INCORRECT,0,,,,,,,,
Math-32-incorrect-1624652313680,INCORRECT,0,,,,,,,,
Math-32-incorrect-1628244108183,INCORRECT,0,,,,,,,,
Math-32-incorrect-1624652313677,INCORRECT,0,,,,,,,,
Math-32-incorrect-1628244108184,INCORRECT,0,,,,,,,,
Math-33-incorrect-1624652313689,INCORRECT,0,,,,,,,,
Math-33-incorrect-1624652313687,INCORRECT,0,,,,,,,,
Math-33-incorrect-1624652313686,INCORRECT,0,,,,,,,,
Math-33-incorrect-1624652313685,INCORRECT,0,,,,,,,,
Math-39-incorrect-1624652313652,INCORRECT,0.040540541,,,,,,,,
Math-4-incorrect-1624652313530,INCORRECT,0,,,,,,,,
Math-40-incorrect-1624652313441,INCORRECT,0.5,,,,,,,,
Math-40-incorrect-1624652313444,INCORRECT,0.5,,,,,,,,
Math-40-incorrect-1624652313446,INCORRECT,0.5,,,,,,,,
Math-40-incorrect-1624652313447,INCORRECT,0.5,,,,,,,,
Math-40-incorrect-1624652313448,INCORRECT,0.5,,,,,,,,
Math-40-incorrect-1624652313449,INCORRECT,0.5,,,,,,,,
Math-40-incorrect-1624652313454,INCORRECT,0.5,,,,,,,,
Math-40-incorrect-1628244108089,INCORRECT,0.5,,,,,,,,
Math-41-incorrect-1624652313456,INCORRECT,0,,,,,,,,
Math-41-incorrect-1624652313457,INCORRECT,0,,,,,,,,
Math-41-incorrect-1624652313458,INCORRECT,0,,,,,,,,
Math-42-incorrect-1624652313460,INCORRECT,0,,,,,,,,
Math-42-incorrect-1624652313461,INCORRECT,0,,,,,,,,
Math-42-incorrect-1624652313462,INCORRECT,0,,,,,,,,
Math-42-incorrect-1624652313463,INCORRECT,0,,,,,,,,
Math-42-incorrect-1628244108092,INCORRECT,0,,,,,,,,
Math-44-incorrect-1628244108096,INCORRECT,0.25,,,,,,,,
Math-44-incorrect-1624652313468,INCORRECT,0.25,,,,,,,,
Math-44-incorrect-1624652313467,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313424,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313435,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313425,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313436,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313433,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313423,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313434,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313428,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313439,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313429,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313426,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313437,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313427,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313438,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313432,INCORRECT,0,,,,,,,,
Math-49-incorrect-1628244108086,INCORRECT,0,,,,,,,,
Math-49-incorrect-1624652313430,INCORRECT,0,,,,,,,,
Math-5-incorrect-1624652313490,INCORRECT,0.090909091,,,,,,,,
Math-5-incorrect-1624652313486,INCORRECT,0.095238095,,,,,,,,
Math-5-incorrect-1624652313487,INCORRECT,0.095238095,,,,,,,,
Math-5-incorrect-1624652313488,INCORRECT,0.090909091,,,,,,,,
Math-5-incorrect-1624652313489,INCORRECT,0.090909091,,,,,,,,
Math-5-incorrect-1628244108112,INCORRECT,0.095238095,,,,,,,,
Math-5-incorrect-1628244108111,INCORRECT,0.095238095,,,,,,,,
Math-50-incorrect-1628244108119,INCORRECT,0.158730159,,,,,,,,
Math-50-incorrect-1624652313509,INCORRECT,0,,,,,,,,
Math-50-incorrect-1624652313513,INCORRECT,0.158730159,,,,,,,,
Math-50-incorrect-1624652313512,INCORRECT,0.158730159,,,,,,,,
Math-50-incorrect-1624652313515,INCORRECT,0.158730159,,,,,,,,
Math-50-incorrect-1624652313514,INCORRECT,0.158730159,,,,,,,,
Math-50-incorrect-1624652313517,INCORRECT,0.158730159,,,,,,,,
Math-50-incorrect-1624652313516,INCORRECT,0.158730159,,,,,,,,
Math-50-incorrect-1624652313518,INCORRECT,0.158730159,,,,,,,,
Math-50-incorrect-1628244108120,INCORRECT,0.158730159,,,,,,,,
Math-50-incorrect-1628244108125,INCORRECT,0.158730159,,,,,,,,
Math-50-incorrect-1624652313510,INCORRECT,0.158730159,,,,,,,,
Math-52-incorrect-1624652313519,INCORRECT,0,,,,,,,,
Math-53-incorrect-1624652313522,INCORRECT,0,,,,,,,,
Math-53-incorrect-1624652313523,INCORRECT,0,,,,,,,,
Math-53-incorrect-1624652313524,INCORRECT,0,,,,,,,,
Math-53-incorrect-1624652313525,INCORRECT,0,,,,,,,,
Math-56-incorrect-1628244108129,INCORRECT,0,,,,,,,,
Math-56-incorrect-1624652313533,INCORRECT,0,,,,,,,,
Math-57-incorrect-1624652313561,INCORRECT,0,,,,,,,,
Math-57-incorrect-1628244108132,INCORRECT,0,,,,,,,,
Math-57-incorrect-1624652313559,INCORRECT,0,,,,,,,,
Math-57-incorrect-1624652313558,INCORRECT,0,,,,,,,,
Math-57-incorrect-1628244108131,INCORRECT,0,,,,,,,,
Math-57-incorrect-1624652313557,INCORRECT,0,,,,,,,,
Math-58-incorrect-1624652313504,INCORRECT,0,,,,,,,,
Math-58-incorrect-1624652313502,INCORRECT,0.058823529,,,,,,,,
Math-58-incorrect-1624652313507,INCORRECT,0,,,,,,,,
Math-58-incorrect-1628244108117,INCORRECT,0,,,,,,,,
Math-58-incorrect-1624652313505,INCORRECT,0,,,,,,,,
Math-59-incorrect-1624652313508,INCORRECT,0.5,,,,,,,,
Math-60-incorrect-1624652313500,INCORRECT,0.071428571,,,,,,,,
Math-60-incorrect-1624652313499,INCORRECT,0.071428571,,,,,,,,
Math-61-incorrect-1628244108268,INCORRECT,0,,,,,,,,
Math-62-incorrect-1624652313888,INCORRECT,0,,,,,,,,
Math-62-incorrect-1624652313887,INCORRECT,0,,,,,,,,
Math-62-incorrect-1624652313886,INCORRECT,0,,,,,,,,
Math-62-incorrect-1628244108271,INCORRECT,0,,,,,,,,
Math-63-incorrect-1624652313898,INCORRECT,0.5,,,,,,,,
Math-63-incorrect-1624652313900,INCORRECT,0.5,,,,,,,,
Math-63-incorrect-1624652313919,INCORRECT,0.5,,,,,,,,
Math-63-incorrect-1624652313921,INCORRECT,0.5,,,,,,,,
Math-63-incorrect-1624652313923,INCORRECT,0.5,,,,,,,,
Math-63-incorrect-1624652313924,INCORRECT,0.5,,,,,,,,
Math-63-incorrect-1624652313925,INCORRECT,0.5,,,,,,,,
Math-63-incorrect-1624652313926,INCORRECT,0.5,,,,,,,,
Math-63-incorrect-1624652313928,INCORRECT,0.5,,,,,,,,
Math-63-incorrect-1624652313929,INCORRECT,0.5,,,,,,,,
Math-63-incorrect-1624652313930,INCORRECT,0.5,,,,,,,,
Math-63-incorrect-1624652313934,INCORRECT,0.5,,,,,,,,
Math-63-incorrect-1624652313935,INCORRECT,0.5,,,,,,,,
Math-63-incorrect-1624652313936,INCORRECT,0.5,,,,,,,,
Math-63-incorrect-1628244108272,INCORRECT,0.5,,,,,,,,
Math-63-incorrect-1628244108274,INCORRECT,0.5,,,,,,,,
Math-64-incorrect-1624652313937,INCORRECT,0,,,,,,,,
Math-68-incorrect-1624652313967,INCORRECT,0.2,,,,,,,,
Math-69-incorrect-1624652313883,INCORRECT,0,,,,,,,,
Math-69-incorrect-1624652313882,INCORRECT,0,,,,,,,,
Math-7-incorrect-1624652313469,INCORRECT,0.25,,,,,,,,
Math-7-incorrect-1628244108105,INCORRECT,0.166666667,,,,,,,,
Math-7-incorrect-1624652313470,INCORRECT,0.166666667,,,,,,,,
Math-7-incorrect-1624652313471,INCORRECT,0.166666667,,,,,,,,
Math-7-incorrect-1624652313472,INCORRECT,0.166666667,,,,,,,,
Math-70-incorrect-1624652313866,INCORRECT,0,,,,,,,,
Math-70-incorrect-1624652313867,INCORRECT,0,,,,,,,,
Math-71-incorrect-1624652313869,INCORRECT,0.25,,,,,,,,
Math-71-incorrect-1624652313868,INCORRECT,0.25,,,,,,,,
Math-71-incorrect-1624652313872,INCORRECT,0.473684211,,,,,,,,
Math-71-incorrect-1624652313873,INCORRECT,0,,,,,,,,
Math-71-incorrect-1624652313870,INCORRECT,0.571428571,,,,,,,,
Math-73-incorrect-1628244108293,INCORRECT,0,,,,,,,,
Math-73-incorrect-1624652314071,INCORRECT,0,,,,,,,,
Math-73-incorrect-1628244108294,INCORRECT,0,,,,,,,,
Math-73-incorrect-1624652314074,INCORRECT,0,,,,,,,,
Math-73-incorrect-1624652314070,INCORRECT,0,,,,,,,,
Math-73-incorrect-1624652314069,INCORRECT,0,,,,,,,,
Math-73-incorrect-1624652314068,INCORRECT,0,,,,,,,,
Math-73-incorrect-1624652314075,INCORRECT,0,,,,,,,,
Math-73-incorrect-1628244108295,INCORRECT,0,,,,,,,,
Math-73-incorrect-1628244108296,INCORRECT,0,,,,,,,,
Math-74-incorrect-1624652314079,INCORRECT,0,,,,,,,,
Math-74-incorrect-1624652314078,INCORRECT,0,,,,,,,,
Math-74-incorrect-1628244108297,INCORRECT,0,,,,,,,,
Math-78-incorrect-1624652314080,INCORRECT,0,,,,,,,,
Math-78-incorrect-1624652314085,INCORRECT,0,,,,,,,,
Math-78-incorrect-1624652314084,INCORRECT,0,,,,,,,,
Math-78-incorrect-1624652314083,INCORRECT,0,,,,,,,,
Math-78-incorrect-1624652314082,INCORRECT,0,,,,,,,,
Math-78-incorrect-1628244108304,INCORRECT,0,,,,,,,,
Math-79-incorrect-1628244108306,INCORRECT,0,,,,,,,,
Math-79-incorrect-1624652314086,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313996,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314007,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313995,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314006,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313976,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313998,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314009,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313975,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313997,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314008,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313992,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314003,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314025,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313991,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314002,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314024,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313994,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314005,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313993,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314004,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313978,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313977,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313999,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313979,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314021,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314020,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313990,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314001,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314023,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314000,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314022,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313985,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314018,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313984,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314017,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313987,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313986,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314019,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313981,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313980,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313983,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313982,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652313989,INCORRECT,0,,,,,,,,
Math-80-incorrect-1624652314010,INCORRECT,0,,,,,,,,
Math-80-incorrect-1628244108286,INCORRECT,0,,,,,,,,
Math-80-incorrect-1628244108284,INCORRECT,0,,,,,,,,
Math-80-incorrect-1628244108281,INCORRECT,0,,,,,,,,
Math-81-incorrect-1628244108288,INCORRECT,0,,,,,,,,
Math-81-incorrect-1628244108287,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314032,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314043,INCORRECT,0,,,,,,,,
