Id,Label,Cosine Similarity,,,,,,,
Closure-142-correct-1636433467462,CORRECT,0.994580716,,,,,,,
Closure-143-correct-1636433467461,CORRECT,0.984328784,,,,,,,
Closure-144-correct-1636433467458,CORRECT,0.5,,,,,,,
Closure-145-correct-1636433467514,CORRECT,0.82483573,,,,,,,
Closure-146-correct-1636433467512,CORRECT,0.920751634,,,,,,,
Closure-147-correct-1636433467509,CORRECT,0.990300251,,,,,,,
Closure-148-correct-1636433467507,CORRECT,0.983897164,,,,,,,
Closure-149-correct-1636433467506,CORRECT,0.5,,,,,,,
Closure-15-correct-1624652313300,CORRECT,0,,,,,,,
Closure-150-correct-1636433467526,CORRECT,0.887606841,,,,,,,
Closure-151-correct-1636433467522,CORRECT,0.992819265,,,,,,,
Closure-152-correct-1636433467521,CORRECT,0.985861803,,,,,,,
Closure-153-correct-1636433467520,CORRECT,0.5,,,,,,,
Closure-154-correct-1636433467517,CORRECT,0.983435403,,,,,,,
Closure-155-correct-1636433467516,CORRECT,0.5,,,,,,,
Closure-156-correct-1636433467553,CORRECT,0.942931167,,,,,,,
Closure-157-correct-1636433467552,CORRECT,0.999475513,,,,,,,
Closure-158-correct-1636433467549,CORRECT,0.5,,,,,,,
Closure-159-correct-1636433467533,CORRECT,0.948544451,,,,,,,
Closure-16-correct-1624652313302,CORRECT,0.992152715,,,,,,,
Closure-160-correct-1636433467567,CORRECT,0.9821132,,,,,,,
Closure-161-correct-1636433467566,CORRECT,0.995778948,,,,,,,
Closure-162-correct-1636433467565,CORRECT,0.5,,,,,,,
Closure-163-correct-1636433467562,CORRECT,0.5,,,,,,,
Closure-164-correct-1636433467561,CORRECT,0.959830263,,,,,,,
Closure-165-correct-1636433467560,CORRECT,0.5,,,,,,,
Closure-166-correct-1636433467554,CORRECT,0.936629942,,,,,,,
Closure-167-correct-1636433466440,CORRECT,0.985912958,,,,,,,
Closure-168-correct-1636433466438,CORRECT,0.999474514,,,,,,,
Closure-17-correct-1624652313308,CORRECT,0.994764917,,,,,,,
Closure-170-correct-1636433466455,CORRECT,0,,,,,,,
Closure-171-correct-1636433466447,CORRECT,0.996266263,,,,,,,
Closure-172-correct-1636433466446,CORRECT,0.974856999,,,,,,,
Closure-173-correct-1636433466445,CORRECT,0.999676852,,,,,,,
Closure-174-correct-1636433466444,CORRECT,0.990619746,,,,,,,
Closure-175-correct-1636433466443,CORRECT,0.908507034,,,,,,,
Closure-176-correct-1636433466442,CORRECT,0.967099999,,,,,,,
Closure-18-correct-1624652313310,CORRECT,0.999438057,,,,,,,
Closure-19-correct-1624652313306,CORRECT,0.990998787,,,,,,,
Closure-2-correct-1624652313778,CORRECT,0.988708321,,,,,,,
Closure-20-correct-1636433467408,CORRECT,0.985953599,,,,,,,
Closure-21-correct-1624652313327,CORRECT,0.91971184,,,,,,,
Closure-22-correct-1624652313315,CORRECT,0.902368297,,,,,,,
Closure-23-correct-1636433467406,CORRECT,0.99352839,,,,,,,
Closure-24-correct-1636433467411,CORRECT,0.988457934,,,,,,,
Closure-25-correct-1636433467412,CORRECT,0.940172903,,,,,,,
Closure-26-correct-1624652313339,CORRECT,0.990049531,,,,,,,
Closure-27-correct-1636433467410,CORRECT,0.984524842,,,,,,,
Closure-28-correct-1636433467419,CORRECT,1,,,,,,,
Closure-29-correct-1636433467419,CORRECT,0.973504701,,,,,,,
Closure-3-correct-1636433467228,CORRECT,0.999202225,,,,,,,
Closure-30-correct-1636433467334,CORRECT,0.977718768,,,,,,,
Closure-31-correct-1624652313270,CORRECT,0.999536452,,,,,,,
Closure-32-correct-1636433467338,CORRECT,0.976872352,,,,,,,
Closure-33-correct-1624652313263,CORRECT,0.990775749,,,,,,,
Closure-34-correct-1636433467337,CORRECT,0.999950386,,,,,,,
Closure-35-correct-1624652313279,CORRECT,0.763592022,,,,,,,
Closure-36-correct-1636433467340,CORRECT,0.997293447,,,,,,,
Closure-37-correct-1636433467339,CORRECT,0.998148697,,,,,,,
Closure-38-correct-1624652313273,CORRECT,0.996120134,,,,,,,
Closure-39-correct-1636433467341,CORRECT,0.988377437,,,,,,,
Closure-4-correct-1636433467226,CORRECT,0.988405797,,,,,,,
Closure-40-correct-1636433467341,CORRECT,0.99840792,,,,,,,
Closure-41-correct-1636433467342,CORRECT,0.996316559,,,,,,,
Closure-42-correct-1636433467345,CORRECT,0.951653613,,,,,,,
Closure-43-correct-1636433467357,CORRECT,0.983369452,,,,,,,
Closure-44-correct-1636433467343,CORRECT,0.970836736,,,,,,,
Closure-45-correct-1624652313281,CORRECT,0.988317577,,,,,,,
Closure-46-correct-1636433467373,CORRECT,1,,,,,,,
Closure-47-correct-1636433467374,CORRECT,0.97091223,,,,,,,
Closure-48-correct-1624652313284,CORRECT,0.998012368,,,,,,,
Closure-49-correct-1624652313286,CORRECT,0.993098042,,,,,,,
Closure-5-correct-1636433467225,CORRECT,0.998675979,,,,,,,
Closure-50-correct-1624652313368,CORRECT,0.996139342,,,,,,,
Closure-51-correct-1636433467508,CORRECT,0.994601703,,,,,,,
Closure-52-correct-1636433467511,CORRECT,0.964762841,,,,,,,
Closure-53-correct-1636433467519,CORRECT,0.998456878,,,,,,,
Closure-54-correct-1636433467521,CORRECT,0.995883165,,,,,,,
Closure-55-correct-1624652313370,CORRECT,0.839254327,,,,,,,
Closure-56-correct-1636433467518,CORRECT,0.978266845,,,,,,,
Closure-57-correct-1624652313380,CORRECT,0.984492369,,,,,,,
Closure-58-correct-1636433467527,CORRECT,0.999098204,,,,,,,
Closure-59-correct-1624652313376,CORRECT,0.997929699,,,,,,,
Closure-6-correct-1636433467219,CORRECT,0.932510391,,,,,,,
Closure-60-correct-1624652313387,CORRECT,0.999155357,,,,,,,
Closure-61-correct-1636433467553,CORRECT,0.996692982,,,,,,,
Closure-62-correct-1624652313382,CORRECT,0.999132697,,,,,,,
Closure-64-correct-1624652313396,CORRECT,0.975900073,,,,,,,
Closure-65-correct-1636433467562,CORRECT,0.999590164,,,,,,,
Closure-66-correct-1624652313389,CORRECT,0.999963662,,,,,,,
Closure-67-correct-1624652313392,CORRECT,0.99119495,,,,,,,
Closure-68-correct-1624652313399,CORRECT,0.999007053,,,,,,,
Closure-69-correct-1636433467568,CORRECT,0.983075949,,,,,,,
Closure-7-correct-1624652313727,CORRECT,0.949868681,,,,,,,
Closure-70-correct-1636433467438,CORRECT,0.996545758,,,,,,,
Closure-71-correct-1636433467441,CORRECT,0.998933513,,,,,,,
Closure-72-correct-1636433467442,CORRECT,0.987710701,,,,,,,
Closure-73-correct-1624652313343,CORRECT,0.999590164,,,,,,,
Closure-74-correct-1636433467440,CORRECT,0.999465862,,,,,,,
Closure-75-correct-1624652313351,CORRECT,0.997093552,,,,,,,
Closure-76-correct-1624652313362,CORRECT,0.970504687,,,,,,,
Closure-77-correct-1636433467443,CORRECT,0.999141796,,,,,,,
Closure-78-correct-1624652313346,CORRECT,0.989878702,,,,,,,
Closure-79-correct-1628244108044,CORRECT,0.994986646,,,,,,,
Closure-8-correct-1624652313716,CORRECT,0.991845455,,,,,,,
Closure-80-correct-1636433467445,CORRECT,0.999088862,,,,,,,
Closure-81-correct-1636433467446,CORRECT,0.993652527,,,,,,,
Closure-82-correct-1636433467452,CORRECT,0.889297292,,,,,,,
Closure-83-correct-1636433467454,CORRECT,0.986927542,,,,,,,
Closure-84-correct-1636433467450,CORRECT,0.928085318,,,,,,,
Closure-85-correct-1636433467451,CORRECT,0.950679673,,,,,,,
Closure-86-correct-1624652313364,CORRECT,0.999632356,,,,,,,
Closure-87-correct-1636433467462,CORRECT,0.866033178,,,,,,,
Closure-88-correct-1636433467459,CORRECT,0.96808227,,,,,,,
Closure-89-correct-1628244108049,CORRECT,0.994217382,,,,,,,
Closure-9-correct-1636433467216,CORRECT,0.995509353,,,,,,,
Closure-90-correct-1628244108063,CORRECT,0.988642104,,,,,,,
Closure-91-correct-1636433466484,CORRECT,0.978611124,,,,,,,
Closure-92-correct-1624652313402,CORRECT,0.999354839,,,,,,,
Closure-94-correct-1636433466497,CORRECT,0.974951421,,,,,,,
Closure-95-correct-1636433466490,CORRECT,0.994082238,,,,,,,
Closure-96-correct-1636433466492,CORRECT,0.992212849,,,,,,,
Closure-97-correct-1636433466500,CORRECT,0.99517405,,,,,,,
Closure-98-correct-1636433466500,CORRECT,0.67042381,,,,,,,
Closure-99-correct-1636433466498,CORRECT,0.981534093,,,,,,,
Closure-1-incorrect-1624652314124,INCORRECT,0.963071532,,,,,,,
Closure-10-incorrect-1624652313295,INCORRECT,0.967440929,,,,,,,
Closure-101-incorrect-1628244108314,INCORRECT,0.999209688,,,,,,,
Closure-101-incorrect-1628244108313,INCORRECT,0.998749764,,,,,,,
Closure-107-incorrect-1624652314116,INCORRECT,0.997485936,,,,,,,
Closure-107-incorrect-1624652314117,INCORRECT,0.995227876,,,,,,,
Closure-107-incorrect-1628244108312,INCORRECT,0.995777159,,,,,,,
Closure-108-incorrect-1624652314114,INCORRECT,0.95154222,,,,,,,
Closure-108-incorrect-1628244108311,INCORRECT,0.994169047,,,,,,,
Closure-108-incorrect-1624652314113,INCORRECT,0.99966263,,,,,,,
Closure-109-incorrect-1624652314105,INCORRECT,0.75,,,,,,,
Closure-113-incorrect-1624652314143,INCORRECT,0.988679784,,,,,,,
Closure-114-incorrect-1624652314138,INCORRECT,0.968447533,,,,,,,
Closure-115-incorrect-1624652314136,INCORRECT,0.998312596,,,,,,,
Closure-115-incorrect-1624652314137,INCORRECT,0.999048852,,,,,,,
Closure-115-incorrect-1624652314135,INCORRECT,0.997541809,,,,,,,
Closure-119-incorrect-1628244108316,INCORRECT,0.993289216,,,,,,,
Closure-119-incorrect-1624652314127,INCORRECT,0.951540113,,,,,,,
Closure-12-incorrect-1628244108004-1,INCORRECT,0.992708896,,,,,,,
Closure-12-incorrect-1628244108001,INCORRECT,0,,,,,,,
Closure-12-incorrect-1624652313293,INCORRECT,0,,,,,,,
Closure-122-incorrect-1628244108317,INCORRECT,0.147441956,,,,,,,
Closure-123-incorrect-1624652314173,INCORRECT,0.999985805,,,,,,,
Closure-124-incorrect-1624652314168,INCORRECT,0.968447533,,,,,,,
Closure-125-incorrect-1628244108328,INCORRECT,0.996794872,,,,,,,
Closure-126-incorrect-1628244108324,INCORRECT,0.999692969,,,,,,,
Closure-126-incorrect-1628244108323,INCORRECT,0.998771121,,,,,,,
Closure-126-incorrect-1628244108325,INCORRECT,0.99969311,,,,,,,
Closure-126-incorrect-1624652314164,INCORRECT,0.999846661,,,,,,,
Closure-126-incorrect-1624652314162,INCORRECT,0.999693675,,,,,,,
Closure-126-incorrect-1624652314161,INCORRECT,0.999692969,,,,,,,
Closure-126-incorrect-1624652314160,INCORRECT,0.999693679,,,,,,,
Closure-127-incorrect-1628244108319,INCORRECT,0.995680325,,,,,,,
Closure-127-incorrect-1628244108320,INCORRECT,0.992828352,,,,,,,
Closure-129-incorrect-1624652314155,INCORRECT,0.974557673,,,,,,,
Closure-129-incorrect-1624652314156,INCORRECT,0.999178576,,,,,,,
Closure-129-incorrect-1624652314157,INCORRECT,0.996993294,,,,,,,
Closure-130-incorrect-1624652314178,INCORRECT,0.967440929,,,,,,,
Closure-133-incorrect-1624652314176,INCORRECT,0,,,,,,,
Closure-133-incorrect-1628244108330,INCORRECT,0.999129102,,,,,,,
Closure-133-incorrect-1628244108332,INCORRECT,0,,,,,,,
Closure-133-incorrect-1624652314175,INCORRECT,0.992671692,,,,,,,
Closure-15-incorrect-1624652313300,INCORRECT,0.983327721,,,,,,,
Closure-17-incorrect-1624652313309,INCORRECT,0.996201873,,,,,,,
Closure-17-incorrect-1628244108009,INCORRECT,0.99639252,,,,,,,
Closure-17-incorrect-1628244108008,INCORRECT,0.99687623,,,,,,,
Closure-18-incorrect-1624652313311,INCORRECT,0.967440929,,,,,,,
Closure-18-incorrect-1624652313312,INCORRECT,0.997789245,,,,,,,
Closure-18-incorrect-1624652313315,INCORRECT,0.998867072,,,,,,,
Closure-18-incorrect-1624652313313,INCORRECT,0.997612777,,,,,,,
Closure-18-incorrect-1624652313314,INCORRECT,0.997404745,,,,,,,
Closure-19-incorrect-1624652313307,INCORRECT,0.982167937,,,,,,,
Closure-2-incorrect-1628244108204,INCORRECT,0.999352709,,,,,,,
Closure-2-incorrect-1628244108203,INCORRECT,0.999128311,,,,,,,
Closure-2-incorrect-1624652313790,INCORRECT,0.998310396,,,,,,,
Closure-21-incorrect-1624652313332,INCORRECT,0.998786695,,,,,,,
Closure-21-incorrect-1624652313331,INCORRECT,0.996050038,,,,,,,
Closure-21-incorrect-1624652313334,INCORRECT,0.995825286,,,,,,,
Closure-21-incorrect-1624652313333,INCORRECT,0.999512507,,,,,,,
Closure-21-incorrect-1624652313330,INCORRECT,0.987961314,,,,,,,
Closure-21-incorrect-1624652313328,INCORRECT,0.997746818,,,,,,,
Closure-21-incorrect-1624652313336,INCORRECT,0.988979675,,,,,,,
Closure-21-incorrect-1624652313335,INCORRECT,0.988338856,,,,,,,
Closure-21-incorrect-1624652313338,INCORRECT,0.999504654,,,,,,,
Closure-21-incorrect-1624652313337,INCORRECT,0.999222002,,,,,,,
Closure-21-incorrect-1628244108039,INCORRECT,0.998501639,,,,,,,
Closure-21-incorrect-1628244108038,INCORRECT,0.999011994,,,,,,,
Closure-21-incorrect-1628244108041,INCORRECT,0.998786695,,,,,,,
Closure-21-incorrect-1628244108040,INCORRECT,0.999298149,,,,,,,
Closure-22-incorrect-1628244108014,INCORRECT,0.999048876,,,,,,,
Closure-22-incorrect-1628244108012,INCORRECT,0.999282958,,,,,,,
Closure-22-incorrect-1628244108011,INCORRECT,0.999231268,,,,,,,
Closure-22-incorrect-1628244108033,INCORRECT,0.99959465,,,,,,,
Closure-22-incorrect-1624652313322,INCORRECT,0.999691706,,,,,,,
Closure-22-incorrect-1624652313321,INCORRECT,0.999387231,,,,,,,
Closure-22-incorrect-1624652313316,INCORRECT,0.998550435,,,,,,,
Closure-22-incorrect-1624652313319,INCORRECT,0.999685811,,,,,,,
Closure-22-incorrect-1624652313318,INCORRECT,0.997150415,,,,,,,
Closure-22-incorrect-1624652313324,INCORRECT,0.992932574,,,,,,,
Closure-22-incorrect-1624652313323,INCORRECT,0.992727651,,,,,,,
Closure-22-incorrect-1624652313326,INCORRECT,0.999527865,,,,,,,
Closure-26-incorrect-1624652313340,INCORRECT,0.963071532,,,,,,,
Closure-33-incorrect-1624652313269,INCORRECT,0.976626607,,,,,,,
Closure-33-incorrect-1624652313268,INCORRECT,0.972206648,,,,,,,
Closure-33-incorrect-1624652313264,INCORRECT,0.990536065,,,,,,,
Closure-35-incorrect-1624652313279,INCORRECT,0.993768197,,,,,,,
Closure-35-incorrect-1624652313280,INCORRECT,0.997138764,,,,,,,
Closure-38-incorrect-1628244107987,INCORRECT,0.997361478,,,,,,,
Closure-38-incorrect-1624652313275,INCORRECT,0.994945369,,,,,,,
Closure-38-incorrect-1624652313276,INCORRECT,0.989393195,,,,,,,
Closure-38-incorrect-1624652313278,INCORRECT,0.989403843,,,,,,,
Closure-45-incorrect-1624652313282,INCORRECT,0.993351616,,,,,,,
Closure-48-incorrect-1628244107990,INCORRECT,0.999606463,,,,,,,
Closure-48-incorrect-1628244107989,INCORRECT,0.999576588,,,,,,,
Closure-48-incorrect-1624652313285,INCORRECT,0.999786262,,,,,,,
Closure-49-incorrect-1624652313287,INCORRECT,0.983327721,,,,,,,
Closure-50-incorrect-1624652313369,INCORRECT,0.967440929,,,,,,,
Closure-55-incorrect-1624652313371,INCORRECT,0.955053145,,,,,,,
Closure-55-incorrect-1628244108052,INCORRECT,0.973328527,,,,,,,
Closure-57-incorrect-1624652313381,INCORRECT,0.984492369,,,,,,,
Closure-59-incorrect-1624652313380,INCORRECT,0.996285044,,,,,,,
Closure-59-incorrect-1628244108056,INCORRECT,0.996131514,,,,,,,
Closure-62-incorrect-1624652313384,INCORRECT,0.991516886,,,,,,,
Closure-62-incorrect-1624652313383,INCORRECT,0.990481875,,,,,,,
Closure-62-incorrect-1624652313387,INCORRECT,0.99593435,,,,,,,
Closure-62-incorrect-1624652313386,INCORRECT,0.991956044,,,,,,,
Closure-62-incorrect-1624652313385,INCORRECT,0.999132321,,,,,,,
Closure-64-incorrect-1628244108058,INCORRECT,0,,,,,,,
Closure-66-incorrect-1624652313390,INCORRECT,0.983282005,,,,,,,
Closure-66-incorrect-1624652313391,INCORRECT,0.955330294,,,,,,,
Closure-73-incorrect-1624652313345,INCORRECT,0.997555352,,,,,,,
Closure-75-incorrect-1624652313352,INCORRECT,0.977995448,,,,,,,
Closure-76-incorrect-1624652313363,INCORRECT,0.968447533,,,,,,,
Closure-79-incorrect-1628244108043,INCORRECT,0.999112689,,,,,,,
Closure-86-incorrect-1624652313367,INCORRECT,0.999283778,,,,,,,
Closure-86-incorrect-1624652313368,INCORRECT,0.99940463,,,,,,,
Closure-86-incorrect-1624652313365,INCORRECT,0.999298346,,,,,,,
Closure-86-incorrect-1624652313366,INCORRECT,0.998975906,,,,,,,
Closure-92-incorrect-1624652313406,INCORRECT,0.999354839,,,,,,,
Closure-92-incorrect-1624652313405,INCORRECT,0.999354839,,,,,,,
Closure-92-incorrect-1624652313404,INCORRECT,0.999354839,,,,,,,
Closure-92-incorrect-1624652313403,INCORRECT,0.999678198,,,,,,,
Closure-92-incorrect-1624652313412,INCORRECT,0.999678198,,,,,,,
Closure-92-incorrect-1624652313411,INCORRECT,0.999679235,,,,,,,
Closure-92-incorrect-1624652313410,INCORRECT,0.999354839,,,,,,,
Closure-92-incorrect-1624652313409,INCORRECT,0.999354839,,,,,,,
Closure-92-incorrect-1624652313408,INCORRECT,0.999354839,,,,,,,
Closure-92-incorrect-1624652313407,INCORRECT,0.999354839,,,,,,,
