Id,Label,Cosine Similarity,,,,,,,
Math-47-correct-1636433466968,CORRECT,0.9851797,,,,,,,
Math-48-correct-1636433466968,CORRECT,0.998486853,,,,,,,
Math-49-correct-1624652313422,CORRECT,0.997028411,,,,,,,
Math-5-correct-1624652313485,CORRECT,0.996604404,,,,,,,
Math-50-correct-1624652313509,CORRECT,0.993551931,,,,,,,
Math-51-correct-1636433467029,CORRECT,0.993082158,,,,,,,
Math-52-correct-1624652313518,CORRECT,0.989630521,,,,,,,
Math-53-correct-1624652313520,CORRECT,0.917246609,,,,,,,
Math-54-correct-1636433467033,CORRECT,0.994264867,,,,,,,
Math-55-correct-1636433467092,CORRECT,0.452252034,,,,,,,
Math-56-correct-1624652313532,CORRECT,0.955146944,,,,,,,
Math-57-correct-1624652313557,CORRECT,0.998173514,,,,,,,
Math-58-correct-1624652313501,CORRECT,0.965615759,,,,,,,
Math-59-correct-1624652313507,CORRECT,0.973328527,,,,,,,
Math-6-correct-1624652313490,CORRECT,0.997987151,,,,,,,
Math-60-correct-1624652313498,CORRECT,0.81004266,,,,,,,
Math-61-correct-1628244108269,CORRECT,0.950378512,,,,,,,
Math-62-correct-1624652313884,CORRECT,0,,,,,,,
Math-63-correct-1624652313888,CORRECT,0.571547607,,,,,,,
Math-64-correct-1624652313936,CORRECT,0.993442494,,,,,,,
Math-65-correct-1636433467283,CORRECT,0.940077718,,,,,,,
Math-66-correct-1636433467286,CORRECT,0.206497459,,,,,,,
Math-67-correct-1636433467287,CORRECT,0.25,,,,,,,
Math-68-correct-1624652313965,CORRECT,0.996535385,,,,,,,
Math-69-correct-1624652313880,CORRECT,0.996765758,,,,,,,
Math-7-correct-1624652313468,CORRECT,0,,,,,,,
Math-70-correct-1624652313865,CORRECT,0.912870929,,,,,,,
Math-71-correct-1624652313867,CORRECT,0.998309828,,,,,,,
Math-72-correct-1628244108292,CORRECT,0.997465179,,,,,,,
Math-73-correct-1624652314068,CORRECT,0.991562812,,,,,,,
Math-74-correct-1624652314077,CORRECT,0.9845349,,,,,,,
Math-75-correct-1636433467330,CORRECT,0.8,,,,,,,
Math-76-correct-1636433467330,CORRECT,0.986973875,,,,,,,
Math-77-correct-1628244108303,CORRECT,0.99475062,,,,,,,
Math-78-correct-1624652314080,CORRECT,0.975005668,,,,,,,
Math-79-correct-1624652314085,CORRECT,0.946291623,,,,,,,
Math-8-correct-1624652313472,CORRECT,1,,,,,,,
Math-80-correct-1624652313974,CORRECT,0.99830946,,,,,,,
Math-81-correct-1624652314026,CORRECT,0.999905721,,,,,,,
Math-82-correct-1624652314048,CORRECT,0.994791667,,,,,,,
Math-83-correct-1636433467216,CORRECT,0.992826721,,,,,,,
Math-84-correct-1624652313717,CORRECT,0.902999357,,,,,,,
Math-85-correct-1624652313730,CORRECT,0.998194958,,,,,,,
Math-86-correct-1636433467225,CORRECT,0.998623416,,,,,,,
Math-87-correct-1624652313768,CORRECT,0.965699005,,,,,,,
Math-88-correct-1624652313771,CORRECT,0.949439275,,,,,,,
Math-89-correct-1636433467229,CORRECT,0.75,,,,,,,
Math-9-correct-1636433467015,CORRECT,0.752772653,,,,,,,
Math-90-correct-1636433467203,CORRECT,0.414578099,,,,,,,
Math-91-correct-1636433467204,CORRECT,0.740895046,,,,,,,
Math-92-correct-1636433467208,CORRECT,0.924555172,,,,,,,
Math-93-correct-1624652313705,CORRECT,0.925933136,,,,,,,
Math-94-correct-1628244108212,CORRECT,0.995969036,,,,,,,
Math-95-correct-1624652313829,CORRECT,0.946638279,,,,,,,
Math-96-correct-1624652313840,CORRECT,0.849934951,,,,,,,
Math-97-correct-1624652313842,CORRECT,0.902534389,,,,,,,
Math-98-correct-1636433467262,CORRECT,1,,,,,,,
Math-99-correct-1628244108220,CORRECT,0.983960562,,,,,,,
Math-101-incorrect-1628244108083,INCORRECT,0.999195496,,,,,,,
Math-101-incorrect-1628244108084,INCORRECT,0.993499638,,,,,,,
Math-103-incorrect-1624652313421,INCORRECT,0.925559168,,,,,,,
Math-104-incorrect-1624652313417,INCORRECT,0.5,,,,,,,
Math-104-incorrect-1624652313418,INCORRECT,0.5,,,,,,,
Math-104-incorrect-1624652313419,INCORRECT,0.5,,,,,,,
Math-104-incorrect-1628244108064,INCORRECT,0.5,,,,,,,
Math-105-incorrect-1624652313413,INCORRECT,0.995893908,,,,,,,
Math-105-incorrect-1624652313414,INCORRECT,0.97106716,,,,,,,
Math-105-incorrect-1624652313415,INCORRECT,0.913528553,,,,,,,
Math-105-incorrect-1624652313416,INCORRECT,0.985148264,,,,,,,
Math-15-incorrect-1624652314183,INCORRECT,0.998785799,,,,,,,
Math-15-incorrect-1624652314182,INCORRECT,0.99930624,,,,,,,
Math-15-incorrect-1628244108335,INCORRECT,0.999852648,,,,,,,
Math-18-incorrect-1624652314184,INCORRECT,0.998501138,,,,,,,
Math-18-incorrect-1628244108338,INCORRECT,0.999259925,,,,,,,
Math-2-incorrect-1628244108141,INCORRECT,0.997575786,,,,,,,
Math-2-incorrect-1624652313539,INCORRECT,0.997610083,,,,,,,
Math-2-incorrect-1628244108142,INCORRECT,0.987685039,,,,,,,
Math-2-incorrect-1624652313538,INCORRECT,0.991133605,,,,,,,
Math-2-incorrect-1628244108143,INCORRECT,0.988942344,,,,,,,
Math-2-incorrect-1624652313537,INCORRECT,0.992631971,,,,,,,
Math-2-incorrect-1628244108144,INCORRECT,0.997567652,,,,,,,
Math-2-incorrect-1628244108140,INCORRECT,0.996328029,,,,,,,
Math-2-incorrect-1624652313554,INCORRECT,0.992665778,,,,,,,
Math-2-incorrect-1624652313553,INCORRECT,0.982618491,,,,,,,
Math-2-incorrect-1624652313552,INCORRECT,0.992031585,,,,,,,
Math-2-incorrect-1624652313551,INCORRECT,0.995010605,,,,,,,
Math-2-incorrect-1624652313536,INCORRECT,0.998371257,,,,,,,
Math-2-incorrect-1628244108145,INCORRECT,0.677907681,,,,,,,
Math-2-incorrect-1624652313557,INCORRECT,0.993636528,,,,,,,
Math-2-incorrect-1624652313556,INCORRECT,0.989129266,,,,,,,
Math-2-incorrect-1628244108147,INCORRECT,0.990198144,,,,,,,
Math-2-incorrect-1624652313555,INCORRECT,0.991395813,,,,,,,
Math-2-incorrect-1624652313549,INCORRECT,0.998778252,,,,,,,
Math-2-incorrect-1624652313548,INCORRECT,0.99877601,,,,,,,
Math-2-incorrect-1624652313543,INCORRECT,0.997611521,,,,,,,
Math-2-incorrect-1628244108138,INCORRECT,0.992126048,,,,,,,
Math-2-incorrect-1624652313542,INCORRECT,0.970476876,,,,,,,
Math-2-incorrect-1628244108139,INCORRECT,0.997652661,,,,,,,
Math-2-incorrect-1624652313541,INCORRECT,0.99484346,,,,,,,
Math-2-incorrect-1624652313540,INCORRECT,0.998222585,,,,,,,
Math-2-incorrect-1628244108134,INCORRECT,0.996321263,,,,,,,
Math-2-incorrect-1624652313546,INCORRECT,0.991133605,,,,,,,
Math-2-incorrect-1628244108135,INCORRECT,0.997596378,,,,,,,
Math-2-incorrect-1624652313545,INCORRECT,0.998778282,,,,,,,
Math-2-incorrect-1628244108136,INCORRECT,0.997555758,,,,,,,
Math-2-incorrect-1624652313544,INCORRECT,0.994903922,,,,,,,
Math-2-incorrect-1628244108137,INCORRECT,0.99884864,,,,,,,
Math-20-incorrect-1624652313624,INCORRECT,0.993922083,,,,,,,
Math-20-incorrect-1624652313623,INCORRECT,0.999842718,,,,,,,
Math-20-incorrect-1624652313626,INCORRECT,0.982908363,,,,,,,
Math-20-incorrect-1624652313625,INCORRECT,0.373490072,,,,,,,
Math-20-incorrect-1624652313631,INCORRECT,0.360578124,,,,,,,
Math-20-incorrect-1624652313630,INCORRECT,0.400189484,,,,,,,
Math-20-incorrect-1624652313622,INCORRECT,0.935414347,,,,,,,
Math-20-incorrect-1624652313633,INCORRECT,0.42320737,,,,,,,
Math-20-incorrect-1624652313621,INCORRECT,0,,,,,,,
Math-20-incorrect-1624652313632,INCORRECT,0.374066001,,,,,,,
Math-20-incorrect-1628244108174,INCORRECT,0.995122189,,,,,,,
Math-20-incorrect-1628244108173,INCORRECT,0.935414347,,,,,,,
Math-20-incorrect-1628244108172,INCORRECT,0.999772996,,,,,,,
Math-20-incorrect-1624652313628,INCORRECT,0.987496585,,,,,,,
Math-20-incorrect-1624652313627,INCORRECT,0.359945177,,,,,,,
Math-20-incorrect-1624652313619,INCORRECT,0.996464359,,,,,,,
Math-20-incorrect-1624652313629,INCORRECT,0.375950476,,,,,,,
Math-24-incorrect-1624652313649,INCORRECT,0,,,,,,,
Math-24-incorrect-1624652313648,INCORRECT,0.999756594,,,,,,,
Math-28-incorrect-1624652313586,INCORRECT,0.999119331,,,,,,,
Math-28-incorrect-1624652313587,INCORRECT,0.997492618,,,,,,,
Math-28-incorrect-1624652313588,INCORRECT,0.998495206,,,,,,,
Math-28-incorrect-1624652313589,INCORRECT,0.999356451,,,,,,,
Math-28-incorrect-1624652313600,INCORRECT,0.996303356,,,,,,,
Math-28-incorrect-1624652313601,INCORRECT,0.998735565,,,,,,,
Math-28-incorrect-1624652313602,INCORRECT,0.999356451,,,,,,,
Math-28-incorrect-1624652313603,INCORRECT,0.998371923,,,,,,,
Math-28-incorrect-1624652313604,INCORRECT,0.983943678,,,,,,,
Math-28-incorrect-1624652313605,INCORRECT,0.998371069,,,,,,,
Math-28-incorrect-1628244108159,INCORRECT,0.998052699,,,,,,,
Math-28-incorrect-1628244108158,INCORRECT,0.998052699,,,,,,,
Math-28-incorrect-1624652313590,INCORRECT,0.999348746,,,,,,,
Math-28-incorrect-1624652313591,INCORRECT,0.99935065,,,,,,,
Math-28-incorrect-1628244108153,INCORRECT,0.999349598,,,,,,,
Math-28-incorrect-1624652313592,INCORRECT,0.997492618,,,,,,,
Math-28-incorrect-1628244108152,INCORRECT,0.998052699,,,,,,,
Math-28-incorrect-1624652313593,INCORRECT,0.999119331,,,,,,,
Math-28-incorrect-1624652313594,INCORRECT,0.983685333,,,,,,,
Math-28-incorrect-1628244108154,INCORRECT,0.998052699,,,,,,,
Math-28-incorrect-1624652313595,INCORRECT,0.999175912,,,,,,,
Math-28-incorrect-1624652313596,INCORRECT,0.999119331,,,,,,,
Math-28-incorrect-1628244108156,INCORRECT,0.998241828,,,,,,,
Math-28-incorrect-1624652313597,INCORRECT,0.999370261,,,,,,,
Math-28-incorrect-1624652313598,INCORRECT,0.998764417,,,,,,,
Math-28-incorrect-1624652313599,INCORRECT,0.99373195,,,,,,,
Math-28-incorrect-1628244108160,INCORRECT,0.998052699,,,,,,,
Math-28-incorrect-1628244108161,INCORRECT,0.998052699,,,,,,,
Math-28-incorrect-1624652313581,INCORRECT,0.983685333,,,,,,,
Math-28-incorrect-1624652313582,INCORRECT,0.999370261,,,,,,,
Math-28-incorrect-1624652313583,INCORRECT,0.998495206,,,,,,,
Math-28-incorrect-1624652313584,INCORRECT,0.999069479,,,,,,,
Math-28-incorrect-1624652313585,INCORRECT,0.997492618,,,,,,,
Math-29-incorrect-1628244108163,INCORRECT,0.988095238,,,,,,,
Math-29-incorrect-1624652313606,INCORRECT,0.970108814,,,,,,,
Math-29-incorrect-1628244108164,INCORRECT,0.970537944,,,,,,,
Math-3-incorrect-1624652313526,INCORRECT,1,,,,,,,
Math-3-incorrect-1628244108127,INCORRECT,1,,,,,,,
Math-30-incorrect-1624652313663,INCORRECT,0.975154104,,,,,,,
Math-31-incorrect-1624652313673,INCORRECT,0.997239851,,,,,,,
Math-31-incorrect-1624652313671,INCORRECT,0.997243508,,,,,,,
Math-31-incorrect-1624652313670,INCORRECT,0.99722453,,,,,,,
Math-31-incorrect-1624652313669,INCORRECT,0.997802815,,,,,,,
Math-31-incorrect-1624652313668,INCORRECT,0.998662233,,,,,,,
Math-31-incorrect-1624652313665,INCORRECT,0.995759766,,,,,,,
Math-31-incorrect-1624652313676,INCORRECT,0.996958992,,,,,,,
Math-31-incorrect-1624652313675,INCORRECT,0.997787761,,,,,,,
Math-32-incorrect-1624652313681,INCORRECT,0.994994109,,,,,,,
Math-32-incorrect-1624652313680,INCORRECT,0.999141115,,,,,,,
Math-32-incorrect-1628244108183,INCORRECT,0.997345939,,,,,,,
Math-32-incorrect-1624652313677,INCORRECT,0.992640395,,,,,,,
Math-32-incorrect-1628244108184,INCORRECT,0,,,,,,,
Math-33-incorrect-1624652313689,INCORRECT,0.99791276,,,,,,,
Math-33-incorrect-1624652313687,INCORRECT,0.995861447,,,,,,,
Math-33-incorrect-1624652313686,INCORRECT,0.992259264,,,,,,,
Math-33-incorrect-1624652313685,INCORRECT,0.995978564,,,,,,,
Math-39-incorrect-1624652313652,INCORRECT,0.997644788,,,,,,,
Math-4-incorrect-1624652313530,INCORRECT,0.985917034,,,,,,,
Math-40-incorrect-1628244108089,INCORRECT,0,,,,,,,
Math-40-incorrect-1624652313441,INCORRECT,0.999857363,,,,,,,
Math-40-incorrect-1624652313454,INCORRECT,0,,,,,,,
Math-40-incorrect-1624652313444,INCORRECT,0,,,,,,,
Math-40-incorrect-1624652313446,INCORRECT,0,,,,,,,
Math-40-incorrect-1624652313447,INCORRECT,0.891400356,,,,,,,
Math-40-incorrect-1624652313448,INCORRECT,0,,,,,,,
Math-40-incorrect-1624652313449,INCORRECT,0,,,,,,,
Math-41-incorrect-1624652313456,INCORRECT,0.991394424,,,,,,,
Math-41-incorrect-1624652313457,INCORRECT,0.991394424,,,,,,,
Math-41-incorrect-1624652313458,INCORRECT,0.98390719,,,,,,,
Math-42-incorrect-1624652313460,INCORRECT,0.982365059,,,,,,,
Math-42-incorrect-1624652313461,INCORRECT,0.997738811,,,,,,,
Math-42-incorrect-1624652313462,INCORRECT,0.997867678,,,,,,,
Math-42-incorrect-1624652313463,INCORRECT,0.999737084,,,,,,,
Math-42-incorrect-1628244108092,INCORRECT,0.983934552,,,,,,,
Math-44-incorrect-1628244108096,INCORRECT,0.999048543,,,,,,,
Math-44-incorrect-1624652313468,INCORRECT,0.999048543,,,,,,,
Math-44-incorrect-1624652313467,INCORRECT,0.998529418,,,,,,,
Math-49-incorrect-1624652313424,INCORRECT,0.979381455,,,,,,,
Math-49-incorrect-1624652313435,INCORRECT,0.971600479,,,,,,,
Math-49-incorrect-1624652313425,INCORRECT,0.963229283,,,,,,,
Math-49-incorrect-1624652313436,INCORRECT,0.950664736,,,,,,,
Math-49-incorrect-1624652313433,INCORRECT,0.929122829,,,,,,,
Math-49-incorrect-1624652313423,INCORRECT,0.98319208,,,,,,,
Math-49-incorrect-1624652313434,INCORRECT,0.928743292,,,,,,,
Math-49-incorrect-1624652313428,INCORRECT,0.929122829,,,,,,,
Math-49-incorrect-1624652313439,INCORRECT,0.890049156,,,,,,,
Math-49-incorrect-1624652313429,INCORRECT,0.94704968,,,,,,,
Math-49-incorrect-1624652313426,INCORRECT,0.929122829,,,,,,,
Math-49-incorrect-1624652313437,INCORRECT,0.938952956,,,,,,,
Math-49-incorrect-1624652313427,INCORRECT,0.929122829,,,,,,,
Math-49-incorrect-1624652313438,INCORRECT,0.955023018,,,,,,,
Math-49-incorrect-1624652313431,INCORRECT,0,,,,,,,
Math-49-incorrect-1624652313432,INCORRECT,0.979130049,,,,,,,
Math-49-incorrect-1628244108086,INCORRECT,0.979381455,,,,,,,
Math-49-incorrect-1624652313430,INCORRECT,0.963229283,,,,,,,
Math-5-incorrect-1624652313490,INCORRECT,0.938587392,,,,,,,
Math-5-incorrect-1624652313486,INCORRECT,0.9751412,,,,,,,
Math-5-incorrect-1624652313487,INCORRECT,0.87312825,,,,,,,
Math-5-incorrect-1624652313488,INCORRECT,0.938587392,,,,,,,
Math-5-incorrect-1624652313489,INCORRECT,0.938587392,,,,,,,
Math-5-incorrect-1628244108112,INCORRECT,0.99478277,,,,,,,
Math-5-incorrect-1628244108111,INCORRECT,0.988466625,,,,,,,
Math-50-incorrect-1628244108119,INCORRECT,0.999788023,,,,,,,
Math-50-incorrect-1624652313509,INCORRECT,0,,,,,,,
Math-50-incorrect-1624652313513,INCORRECT,0.999577258,,,,,,,
Math-50-incorrect-1624652313512,INCORRECT,0.999578082,,,,,,,
Math-50-incorrect-1624652313515,INCORRECT,0.99958026,,,,,,,
Math-50-incorrect-1624652313514,INCORRECT,0.999578082,,,,,,,
Math-50-incorrect-1624652313517,INCORRECT,0.997965961,,,,,,,
Math-50-incorrect-1624652313516,INCORRECT,0.999576183,,,,,,,
Math-50-incorrect-1624652313518,INCORRECT,0.997376293,,,,,,,
Math-50-incorrect-1628244108120,INCORRECT,0.999577258,,,,,,,
Math-50-incorrect-1628244108125,INCORRECT,0.996361078,,,,,,,
Math-50-incorrect-1624652313510,INCORRECT,0.999788023,,,,,,,
Math-52-incorrect-1624652313519,INCORRECT,0.999683354,,,,,,,
Math-53-incorrect-1624652313522,INCORRECT,0.84254481,,,,,,,
Math-53-incorrect-1624652313523,INCORRECT,0.912111469,,,,,,,
Math-53-incorrect-1624652313524,INCORRECT,0.900637912,,,,,,,
Math-53-incorrect-1624652313525,INCORRECT,0.924035001,,,,,,,
Math-56-incorrect-1628244108129,INCORRECT,0.992190352,,,,,,,
Math-56-incorrect-1624652313535,INCORRECT,0.856845517,,,,,,,
Math-56-incorrect-1624652313534,INCORRECT,0.448617723,,,,,,,
Math-56-incorrect-1624652313533,INCORRECT,0.992092159,,,,,,,
Math-57-incorrect-1624652313561,INCORRECT,0.998168511,,,,,,,
Math-57-incorrect-1628244108132,INCORRECT,0.997248963,,,,,,,
Math-57-incorrect-1624652313559,INCORRECT,0.998237884,,,,,,,
Math-57-incorrect-1624652313558,INCORRECT,0.973822942,,,,,,,
Math-57-incorrect-1628244108131,INCORRECT,0.998237884,,,,,,,
Math-57-incorrect-1624652313557,INCORRECT,0.968340549,,,,,,,
Math-58-incorrect-1624652313504,INCORRECT,0.9998062,,,,,,,
Math-58-incorrect-1624652313502,INCORRECT,0.979883002,,,,,,,
Math-58-incorrect-1624652313507,INCORRECT,0.9998062,,,,,,,
Math-58-incorrect-1628244108117,INCORRECT,0,,,,,,,
Math-58-incorrect-1624652313505,INCORRECT,0.999685634,,,,,,,
Math-59-incorrect-1624652313508,INCORRECT,0.960130241,,,,,,,
Math-6-incorrect-1628244108114,INCORRECT,0.75,,,,,,,
Math-6-incorrect-1624652313492,INCORRECT,0.75,,,,,,,
Math-6-incorrect-1624652313494,INCORRECT,0.5,,,,,,,
Math-60-incorrect-1624652313500,INCORRECT,0.927154778,,,,,,,
Math-60-incorrect-1624652313499,INCORRECT,0.998510087,,,,,,,
Math-61-incorrect-1628244108268,INCORRECT,0.975798252,,,,,,,
Math-62-incorrect-1624652313888,INCORRECT,0,,,,,,,
Math-62-incorrect-1624652313887,INCORRECT,0,,,,,,,
Math-62-incorrect-1624652313886,INCORRECT,0.999840197,,,,,,,
Math-62-incorrect-1628244108271,INCORRECT,0,,,,,,,
Math-63-incorrect-1624652313898,INCORRECT,0.997743236,,,,,,,
Math-63-incorrect-1624652313930,INCORRECT,0.854198556,,,,,,,
Math-63-incorrect-1624652313924,INCORRECT,0.581377674,,,,,,,
Math-63-incorrect-1624652313935,INCORRECT,0.854198556,,,,,,,
Math-63-incorrect-1624652313923,INCORRECT,0.959166305,,,,,,,
Math-63-incorrect-1624652313934,INCORRECT,0.641426981,,,,,,,
Math-63-incorrect-1624652313900,INCORRECT,0.6,,,,,,,
Math-63-incorrect-1624652313921,INCORRECT,0.611010093,,,,,,,
Math-63-incorrect-1624652313928,INCORRECT,0.577350269,,,,,,,
Math-63-incorrect-1624652313926,INCORRECT,0.845154255,,,,,,,
Math-63-incorrect-1624652313925,INCORRECT,0.748331477,,,,,,,
Math-63-incorrect-1624652313936,INCORRECT,0.6,,,,,,,
Math-63-incorrect-1628244108272,INCORRECT,0.84355139,,,,,,,
Math-63-incorrect-1624652313919,INCORRECT,0.442962996,,,,,,,
Math-63-incorrect-1624652313929,INCORRECT,0.845154255,,,,,,,
Math-63-incorrect-1628244108274,INCORRECT,0.960768923,,,,,,,
Math-64-incorrect-1624652313937,INCORRECT,0.999453181,,,,,,,
Math-68-incorrect-1624652313967,INCORRECT,0.997579235,,,,,,,
Math-69-incorrect-1624652313883,INCORRECT,0.986068533,,,,,,,
Math-69-incorrect-1624652313882,INCORRECT,0.993239941,,,,,,,
Math-7-incorrect-1624652313469,INCORRECT,0,,,,,,,
Math-7-incorrect-1628244108105,INCORRECT,0.866025404,,,,,,,
Math-7-incorrect-1624652313470,INCORRECT,0,,,,,,,
Math-7-incorrect-1624652313471,INCORRECT,0,,,,,,,
Math-7-incorrect-1624652313472,INCORRECT,0.9258201,,,,,,,
Math-70-incorrect-1628244108264,INCORRECT,0.730296743,,,,,,,
Math-70-incorrect-1624652313866,INCORRECT,0.993619182,,,,,,,
Math-70-incorrect-1624652313867,INCORRECT,0.993619182,,,,,,,
Math-71-incorrect-1624652313869,INCORRECT,0.99260029,,,,,,,
Math-71-incorrect-1624652313868,INCORRECT,0,,,,,,,
Math-71-incorrect-1624652313872,INCORRECT,0.991072918,,,,,,,
Math-71-incorrect-1624652313873,INCORRECT,0.987069426,,,,,,,
Math-71-incorrect-1624652313870,INCORRECT,0.997798835,,,,,,,
Math-73-incorrect-1628244108293,INCORRECT,0.997321176,,,,,,,
Math-73-incorrect-1624652314071,INCORRECT,0.997656547,,,,,,,
Math-73-incorrect-1628244108294,INCORRECT,0.997656547,,,,,,,
Math-73-incorrect-1624652314074,INCORRECT,0.99747564,,,,,,,
Math-73-incorrect-1624652314070,INCORRECT,0.58734577,,,,,,,
Math-73-incorrect-1624652314069,INCORRECT,0.994264598,,,,,,,
Math-73-incorrect-1624652314068,INCORRECT,0.460531299,,,,,,,
Math-73-incorrect-1624652314075,INCORRECT,0.998488764,,,,,,,
Math-73-incorrect-1628244108295,INCORRECT,0.997532965,,,,,,,
Math-73-incorrect-1628244108296,INCORRECT,0.99747564,,,,,,,
Math-74-incorrect-1624652314079,INCORRECT,0.999339845,,,,,,,
Math-74-incorrect-1624652314078,INCORRECT,0.999558277,,,,,,,
Math-74-incorrect-1628244108297,INCORRECT,0.999796691,,,,,,,
Math-78-incorrect-1624652314080,INCORRECT,0.999297772,,,,,,,
Math-78-incorrect-1624652314085,INCORRECT,0.999714815,,,,,,,
Math-78-incorrect-1624652314084,INCORRECT,0.999454346,,,,,,,
Math-78-incorrect-1624652314083,INCORRECT,0.999374217,,,,,,,
Math-78-incorrect-1624652314082,INCORRECT,0.995650077,,,,,,,
Math-78-incorrect-1628244108304,INCORRECT,0.999301695,,,,,,,
Math-79-incorrect-1628244108306,INCORRECT,0.987096234,,,,,,,
Math-79-incorrect-1624652314086,INCORRECT,0.986846979,,,,,,,
Math-8-incorrect-1628244108109,INCORRECT,0.996688742,,,,,,,
Math-8-incorrect-1624652313476,INCORRECT,0.996688816,,,,,,,
Math-8-incorrect-1624652313477,INCORRECT,0.996705689,,,,,,,
Math-8-incorrect-1624652313479,INCORRECT,0.996688742,,,,,,,
Math-8-incorrect-1624652313483,INCORRECT,0.990306928,,,,,,,
Math-8-incorrect-1624652313473,INCORRECT,0.970143026,,,,,,,
Math-8-incorrect-1624652313484,INCORRECT,0.970963474,,,,,,,
Math-8-incorrect-1624652313485,INCORRECT,0.948916444,,,,,,,
Math-8-incorrect-1624652313475,INCORRECT,0.99676953,,,,,,,
Math-8-incorrect-1624652313482,INCORRECT,0.94543417,,,,,,,
Math-80-incorrect-1624652313996,INCORRECT,0.996575424,,,,,,,
Math-80-incorrect-1624652314007,INCORRECT,0.707380871,,,,,,,
Math-80-incorrect-1624652313995,INCORRECT,0.982956927,,,,,,,
Math-80-incorrect-1624652314006,INCORRECT,0.946951131,,,,,,,
Math-80-incorrect-1624652313976,INCORRECT,0.993583362,,,,,,,
Math-80-incorrect-1624652313998,INCORRECT,0.996722859,,,,,,,
Math-80-incorrect-1624652314009,INCORRECT,0.966325211,,,,,,,
Math-80-incorrect-1624652313975,INCORRECT,0.831224565,,,,,,,
Math-80-incorrect-1624652313997,INCORRECT,0.991859976,,,,,,,
Math-80-incorrect-1624652314008,INCORRECT,0.688172372,,,,,,,
Math-80-incorrect-1624652313992,INCORRECT,0.996623907,,,,,,,
Math-80-incorrect-1624652314003,INCORRECT,0.994855748,,,,,,,
Math-80-incorrect-1624652314025,INCORRECT,0.996575424,,,,,,,
Math-80-incorrect-1624652313991,INCORRECT,0.993271702,,,,,,,
Math-80-incorrect-1624652314002,INCORRECT,0.977724698,,,,,,,
Math-80-incorrect-1624652314024,INCORRECT,0.711741064,,,,,,,
Math-80-incorrect-1624652313994,INCORRECT,0.996592835,,,,,,,
Math-80-incorrect-1624652314005,INCORRECT,0.98482515,,,,,,,
