Id,Label,Cosine Similarity,,,,,,,,
Lang-50-correct-1624652313821,CORRECT,0.9942152,,,,,,,,
Lang-51-correct-1624652313809,CORRECT,0.999729035,,,,,,,,
Lang-52-correct-1636433467233,CORRECT,0.998818227,,,,,,,,
Lang-53-correct-1624652313791,CORRECT,1,,,,,,,,
Lang-54-correct-1636433467233,CORRECT,0.99575721,,,,,,,,
Lang-55-correct-1624652313795,CORRECT,0.971605421,,,,,,,,
Lang-56-correct-1636433467285,CORRECT,1,,,,,,,,
Lang-57-correct-1624652313938,CORRECT,0.790569415,,,,,,,,
Lang-58-correct-1624652313967,CORRECT,0.999575398,,,,,,,,
Lang-59-correct-1624652313940,CORRECT,0.995744681,,,,,,,,
Lang-6-correct-1624652314101,CORRECT,0.996117463,,,,,,,,
Lang-60-correct-1624652313863,CORRECT,0.973116911,,,,,,,,
Lang-61-correct-1624652313873,CORRECT,0.993396151,,,,,,,,
Lang-62-correct-1636433467277,CORRECT,0.99566656,,,,,,,,
Lang-63-correct-1624652313852,CORRECT,0.991637578,,,,,,,,
Lang-64-correct-1636433467265,CORRECT,0.424111369,,,,,,,,
Lang-65-correct-1636433467276,CORRECT,0.93644513,,,,,,,,
Lang-7-correct-1624652314087,CORRECT,0.999519163,,,,,,,,
Lang-8-correct-1636433467332,CORRECT,0.991820752,,,,,,,,
Lang-9-correct-1636433467331,CORRECT,0.98518719,,,,,,,,
Lang-1-incorrect-1624652314099,INCORRECT,0.999037837,,,,,,,,
Lang-10-incorrect-1624652313496,INCORRECT,0.993066955,,,,,,,,
Lang-10-incorrect-1624652313495,INCORRECT,0.998049904,,,,,,,,
Lang-13-incorrect-1624652313641,INCORRECT,0,,,,,,,,
Lang-14-incorrect-1624652313650,INCORRECT,0.938177922,,,,,,,,
Lang-15-incorrect-1624652313646,INCORRECT,0.990687361,,,,,,,,
Lang-16-incorrect-1624652313613,INCORRECT,0.999695504,,,,,,,,
Lang-16-incorrect-1624652313614,INCORRECT,0.999380086,,,,,,,,
Lang-16-incorrect-1624652313610,INCORRECT,0.999452266,,,,,,,,
Lang-16-incorrect-1624652313608,INCORRECT,0.999728255,,,,,,,,
Lang-16-incorrect-1624652313609,INCORRECT,0.999468658,,,,,,,,
Lang-18-incorrect-1624652313616,INCORRECT,0.999133871,,,,,,,,
Lang-20-incorrect-1624652313565,INCORRECT,0.95312127,,,,,,,,
Lang-21-incorrect-1624652313579,INCORRECT,0.998589989,,,,,,,,
Lang-22-incorrect-1624652313576,INCORRECT,0.975554448,,,,,,,,
Lang-22-incorrect-1624652313575,INCORRECT,0.97530956,,,,,,,,
Lang-22-incorrect-1624652313578,INCORRECT,0.977878906,,,,,,,,
Lang-22-incorrect-1624652313577,INCORRECT,0.977811972,,,,,,,,
Lang-22-incorrect-1624652313572,INCORRECT,1,,,,,,,,
Lang-22-incorrect-1624652313574,INCORRECT,0.998633885,,,,,,,,
Lang-22-incorrect-1624652313570,INCORRECT,0.99864879,,,,,,,,
Lang-22-incorrect-1628244108151,INCORRECT,0.998625429,,,,,,,,
Lang-22-incorrect-1624652313569,INCORRECT,0.995673966,,,,,,,,
Lang-24-incorrect-1624652313682,INCORRECT,0.998852368,,,,,,,,
Lang-27-incorrect-1624652313661,INCORRECT,0.999748807,,,,,,,,
Lang-27-incorrect-1624652313659,INCORRECT,0.999660708,,,,,,,,
Lang-27-incorrect-1628244108180,INCORRECT,0.999935877,,,,,,,,
Lang-27-incorrect-1624652313657,INCORRECT,0.999845083,,,,,,,,
Lang-27-incorrect-1624652313658,INCORRECT,0.999628392,,,,,,,,
Lang-27-incorrect-1624652313655,INCORRECT,0.999748807,,,,,,,,
Lang-27-incorrect-1624652313656,INCORRECT,0.99984386,,,,,,,,
Lang-27-incorrect-1624652313654,INCORRECT,0.999456949,,,,,,,,
Lang-27-incorrect-1624652313662,INCORRECT,0.999674269,,,,,,,,
Lang-27-incorrect-1628244108178,INCORRECT,0.999694103,,,,,,,,
Lang-31-incorrect-1628244108176,INCORRECT,0.996688971,,,,,,,,
Lang-35-incorrect-1624652313768,INCORRECT,0,,,,,,,,
Lang-39-incorrect-1624652313707,INCORRECT,0.5,,,,,,,,
Lang-39-incorrect-1624652313708,INCORRECT,0.5,,,,,,,,
Lang-39-incorrect-1624652313709,INCORRECT,0.5,,,,,,,,
Lang-39-incorrect-1624652313710,INCORRECT,0.5,,,,,,,,
Lang-39-incorrect-1624652313711,INCORRECT,0.5,,,,,,,,
Lang-39-incorrect-1624652313712,INCORRECT,0.5,,,,,,,,
Lang-39-incorrect-1624652313713,INCORRECT,0.5,,,,,,,,
Lang-39-incorrect-1624652313716,INCORRECT,0.5,,,,,,,,
Lang-39-incorrect-1628244108193,INCORRECT,0.5,,,,,,,,
Lang-39-incorrect-1628244108195,INCORRECT,0.5,,,,,,,,
Lang-41-incorrect-1624652313690,INCORRECT,0.972972973,,,,,,,,
Lang-43-incorrect-1624652313701,INCORRECT,0.997577305,,,,,,,,
Lang-43-incorrect-1624652313702,INCORRECT,0.998819304,,,,,,,,
Lang-43-incorrect-1624652313703,INCORRECT,0.989341345,,,,,,,,
Lang-43-incorrect-1624652313704,INCORRECT,0.98536257,,,,,,,,
Lang-43-incorrect-1624652313705,INCORRECT,0.998819304,,,,,,,,
Lang-43-incorrect-1628244108190,INCORRECT,0.997893404,,,,,,,,
Lang-43-incorrect-1624652313700,INCORRECT,0.999614049,,,,,,,,
Lang-44-incorrect-1624652313694,INCORRECT,0.997409528,,,,,,,,
Lang-44-incorrect-1628244108187,INCORRECT,0.999349861,,,,,,,,
Lang-44-incorrect-1624652313695,INCORRECT,0.999485212,,,,,,,,
Lang-44-incorrect-1628244108188,INCORRECT,0.995045198,,,,,,,,
Lang-44-incorrect-1624652313696,INCORRECT,0.999624671,,,,,,,,
Lang-44-incorrect-1624652313697,INCORRECT,0.999844177,,,,,,,,
Lang-44-incorrect-1624652313698,INCORRECT,0.999844177,,,,,,,,
Lang-44-incorrect-1624652313699,INCORRECT,0.998293093,,,,,,,,
Lang-45-incorrect-1624652313849,INCORRECT,0.99558357,,,,,,,,
Lang-45-incorrect-1624652313850,INCORRECT,0.995152704,,,,,,,,
Lang-45-incorrect-1624652313851,INCORRECT,0.992950135,,,,,,,,
Lang-45-incorrect-1624652313852,INCORRECT,0.992710692,,,,,,,,
Lang-45-incorrect-1628244108235,INCORRECT,0.990038777,,,,,,,,
Lang-45-incorrect-1628244108246,INCORRECT,0.998759309,,,,,,,,
Lang-46-incorrect-1624652313847,INCORRECT,0.999666872,,,,,,,,
Lang-50-incorrect-1624652313822,INCORRECT,0.99354236,,,,,,,,
Lang-50-incorrect-1624652313824,INCORRECT,0.990479826,,,,,,,,
Lang-50-incorrect-1624652313825,INCORRECT,0.98173128,,,,,,,,
Lang-50-incorrect-1624652313826,INCORRECT,0.99101864,,,,,,,,
Lang-50-incorrect-1624652313827,INCORRECT,0.978858455,,,,,,,,
Lang-50-incorrect-1624652313828,INCORRECT,0.983981163,,,,,,,,
Lang-50-incorrect-1624652313829,INCORRECT,0.994020248,,,,,,,,
Lang-51-incorrect-1624652313810,INCORRECT,0.999170814,,,,,,,,
Lang-51-incorrect-1624652313811,INCORRECT,0.999170814,,,,,,,,
Lang-51-incorrect-1624652313812,INCORRECT,0.999484465,,,,,,,,
Lang-51-incorrect-1624652313813,INCORRECT,0.999754009,,,,,,,,
Lang-51-incorrect-1624652313814,INCORRECT,0.999002008,,,,,,,,
Lang-51-incorrect-1624652313815,INCORRECT,0.999506532,,,,,,,,
Lang-51-incorrect-1624652313816,INCORRECT,0.999659297,,,,,,,,
Lang-51-incorrect-1624652313817,INCORRECT,0.996555801,,,,,,,,
Lang-51-incorrect-1624652313818,INCORRECT,0.99877412,,,,,,,,
Lang-51-incorrect-1624652313819,INCORRECT,0.998463737,,,,,,,,
Lang-53-incorrect-1624652313794,INCORRECT,0.998514972,,,,,,,,
Lang-53-incorrect-1624652313793,INCORRECT,0.994238473,,,,,,,,
Lang-53-incorrect-1624652313792,INCORRECT,0.998635678,,,,,,,,
Lang-55-incorrect-1624652313808,INCORRECT,0.826336288,,,,,,,,
Lang-55-incorrect-1624652313807,INCORRECT,0.877579922,,,,,,,,
Lang-55-incorrect-1624652313809,INCORRECT,0.863667034,,,,,,,,
Lang-55-incorrect-1624652313796,INCORRECT,0.859337849,,,,,,,,
Lang-55-incorrect-1624652313797,INCORRECT,0.958789994,,,,,,,,
Lang-55-incorrect-1624652313804,INCORRECT,0.921764802,,,,,,,,
Lang-55-incorrect-1624652313803,INCORRECT,0.920736884,,,,,,,,
Lang-55-incorrect-1624652313806,INCORRECT,0.835467353,,,,,,,,
Lang-55-incorrect-1624652313805,INCORRECT,0.93546961,,,,,,,,
Lang-57-incorrect-1624652313939,INCORRECT,0.808290377,,,,,,,,
Lang-58-incorrect-1624652313969,INCORRECT,0.996731002,,,,,,,,
Lang-58-incorrect-1628244108279,INCORRECT,0.996170036,,,,,,,,
Lang-58-incorrect-1624652313970,INCORRECT,0.99953782,,,,,,,,
Lang-58-incorrect-1624652313971,INCORRECT,0.999628956,,,,,,,,
Lang-58-incorrect-1624652313974,INCORRECT,0.999846024,,,,,,,,
Lang-58-incorrect-1624652313972,INCORRECT,0.999846024,,,,,,,,
Lang-58-incorrect-1624652313973,INCORRECT,0.999546397,,,,,,,,
Lang-58-incorrect-1624652313968,INCORRECT,0.999622861,,,,,,,,
Lang-59-incorrect-1624652313959,INCORRECT,0.992485557,,,,,,,,
Lang-59-incorrect-1624652313958,INCORRECT,0.992008728,,,,,,,,
Lang-59-incorrect-1624652313957,INCORRECT,0.992485557,,,,,,,,
Lang-59-incorrect-1624652313941,INCORRECT,0.992008728,,,,,,,,
Lang-59-incorrect-1624652313963,INCORRECT,0.992008728,,,,,,,,
Lang-59-incorrect-1624652313962,INCORRECT,0.992485557,,,,,,,,
Lang-59-incorrect-1624652313961,INCORRECT,0.981165464,,,,,,,,
Lang-59-incorrect-1624652313960,INCORRECT,0.992485557,,,,,,,,
Lang-59-incorrect-1624652313945,INCORRECT,0.985925755,,,,,,,,
Lang-59-incorrect-1624652313944,INCORRECT,0.99000669,,,,,,,,
Lang-59-incorrect-1624652313943,INCORRECT,0.995772911,,,,,,,,
Lang-59-incorrect-1624652313965,INCORRECT,0.992008728,,,,,,,,
Lang-59-incorrect-1624652313942,INCORRECT,0.992091439,,,,,,,,
Lang-59-incorrect-1624652313964,INCORRECT,0.992485557,,,,,,,,
Lang-59-incorrect-1624652313949,INCORRECT,0.985925755,,,,,,,,
Lang-59-incorrect-1624652313948,INCORRECT,0.99000669,,,,,,,,
Lang-59-incorrect-1628244108276,INCORRECT,0.995955396,,,,,,,,
Lang-59-incorrect-1624652313947,INCORRECT,0.993605829,,,,,,,,
Lang-59-incorrect-1628244108277,INCORRECT,0.995772911,,,,,,,,
Lang-59-incorrect-1624652313946,INCORRECT,0.985925755,,,,,,,,
Lang-59-incorrect-1624652313952,INCORRECT,0.985925755,,,,,,,,
Lang-59-incorrect-1624652313951,INCORRECT,0.985925755,,,,,,,,
Lang-59-incorrect-1624652313950,INCORRECT,0.985925755,,,,,,,,
Lang-59-incorrect-1624652313956,INCORRECT,0.985925755,,,,,,,,
Lang-59-incorrect-1624652313955,INCORRECT,0.985925755,,,,,,,,
Lang-59-incorrect-1624652313954,INCORRECT,0.993605829,,,,,,,,
Lang-59-incorrect-1624652313953,INCORRECT,0.985925755,,,,,,,,
Lang-6-incorrect-1624652314104,INCORRECT,0.996117463,,,,,,,,
Lang-60-incorrect-1624652313864,INCORRECT,0.792546901,,,,,,,,
Lang-60-incorrect-1624652313865,INCORRECT,0.923380517,,,,,,,,
Lang-60-incorrect-1628244108261,INCORRECT,0.908893259,,,,,,,,
Lang-61-incorrect-1624652313880,INCORRECT,0.930824248,,,,,,,,
Lang-61-incorrect-1624652313875,INCORRECT,0.98988989,,,,,,,,
Lang-61-incorrect-1624652313876,INCORRECT,0.98988989,,,,,,,,
Lang-61-incorrect-1624652313879,INCORRECT,0.909079989,,,,,,,,
Lang-61-incorrect-1624652313877,INCORRECT,0.942478814,,,,,,,,
Lang-61-incorrect-1624652313878,INCORRECT,0.95261482,,,,,,,,
Lang-63-incorrect-1624652313859,INCORRECT,0.983201153,,,,,,,,
Lang-63-incorrect-1624652313857,INCORRECT,0.990478004,,,,,,,,
Lang-63-incorrect-1624652313858,INCORRECT,0.990049504,,,,,,,,
Lang-63-incorrect-1628244108251,INCORRECT,0.99009901,,,,,,,,
Lang-63-incorrect-1624652313862,INCORRECT,0.977942354,,,,,,,,
Lang-63-incorrect-1624652313863,INCORRECT,0.990478004,,,,,,,,
Lang-63-incorrect-1624652313860,INCORRECT,0.97865764,,,,,,,,
Lang-63-incorrect-1624652313861,INCORRECT,0.983336757,,,,,,,,
Lang-63-incorrect-1624652313855,INCORRECT,0.99009901,,,,,,,,
Lang-63-incorrect-1624652313856,INCORRECT,0.990243669,,,,,,,,
Lang-63-incorrect-1624652313853,INCORRECT,0.990478004,,,,,,,,
Lang-63-incorrect-1624652313854,INCORRECT,0.990049504,,,,,,,,
Lang-7-incorrect-1624652314088,INCORRECT,0.999471988,,,,,,,,
Lang-7-incorrect-1624652314098,INCORRECT,0.999821995,,,,,,,,
Lang-7-incorrect-1624652314089,INCORRECT,0.999792753,,,,,,,,
Lang-7-incorrect-1624652314091,INCORRECT,0.999758479,,,,,,,,
Lang-7-incorrect-1624652314090,INCORRECT,0.998781563,,,,,,,,
Lang-7-incorrect-1624652314093,INCORRECT,0.99988229,,,,,,,,
Lang-7-incorrect-1624652314092,INCORRECT,0.999391802,,,,,,,,
Lang-7-incorrect-1624652314095,INCORRECT,0.996741045,,,,,,,,
Lang-7-incorrect-1624652314094,INCORRECT,0.999707819,,,,,,,,
Lang-7-incorrect-1624652314096,INCORRECT,0.999733342,,,,,,,,
Lang-7-incorrect-1628244108309,INCORRECT,0.999759376,,,,,,,,
